"division_code","division","district_code","district","ctc","ctn","upazila_code","upazila","psc","psn","union_code","union_name","mouza_code","mouza","village_code","village","rmo_tus","rmo_phc","ea_code","psu_code"
"30","DHAKA","48","KISHOREGANJ","00","OTHERS AREA","59","MITHAMAIN","00","OTHERS AREA","452","KEWARJOR","426","KORA","110","KORAKANDI",1,"1","001",1011
"55","RANGPUR","27","DINAJPUR","00","OTHERS AREA","30","CHIRIRBANDAR","00","OTHERS AREA","379","ISABPUR","320","HARISHCHANDRAPUR","080","HARISHCHANDRAPUR",1,"1","002",1012
"30","DHAKA","56","MANIKGANJ","00","OTHERS AREA","22","GHIOR","00","OTHERS AREA","160","BARATIA","749","SREEBARI","190","SREEBARI",1,"1","007",1013
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","27","CHANDINA","00","OTHERS AREA","532","MAIJKHAR","073","BAMNIKHOLA","020","BAMNIKHOLA",1,"1","004",1014
"50","RAJSHAHI","88","SIRAJGANJ","00","OTHERS AREA","50","KAZIPUR","00","OTHERS AREA","747","TEKANI","309","HARINATHPUR","148","HARINATHPUR",1,"1","001",1015
"55","RANGPUR","49","KURIGRAM","00","OTHERS AREA","09","CHILMARI","00","OTHERS AREA","741","THANAHAT","611","PUTIMARI KAJALDANGA","062","FAKIRER BHITAGRAM",1,"1","002",1016
"40","KHULNA","44","JHENAIDAH","00","OTHERS AREA","14","HARINAKUNDU","00","OTHERS AREA","210","DAULATPUR","712","SANATANPUR","368","SANATANPUR",1,"1","001",1017
"20","CHATTOGRAM","13","CHANDPUR","00","OTHERS AREA","22","CHANDPUR SADAR","00","OTHERS AREA","179","CHANDRA","504","MADNA","130","MADNA",1,"1","015",1018
"60","SYLHET","91","SYLHET","00","OTHERS AREA","31","DAKKHIN SURMA","00","OTHERS AREA","511","MOGLABAZAR","079","BARAIGAON","028","BARAIGRAM",1,"1","001",1019
"30","DHAKA","56","MANIKGANJ","00","OTHERS AREA","10","DAULATPUR","00","OTHERS AREA","454","KHALSI","437","KHALSI","114","KHALSI DAINBANDAR",1,"1","001",1020
"50","RAJSHAHI","81","RAJSHAHI","00","OTHERS AREA","10","BAGHA","00","OTHERS AREA","509","MANIGRAM","307","HABASPUR","148","HABASPUR",1,"1","007",1021
"30","DHAKA","26","DHAKA","00","OTHERS AREA","72","SAVAR","00","OTHERS AREA","913","YEARPUR","209","DIAKHALI","028","BERAN",1,"1","020",1022
"30","DHAKA","67","NARAYANGANJ","00","OTHERS AREA","58","NARAYANGANJ SADAR","00","OTHERS AREA","277","FATULLAH","233","FATULLA","192","SASTAPUR",1,"1","028",1023
"50","RAJSHAHI","69","NATORE","00","OTHERS AREA","15","BARAIGRAM","00","OTHERS AREA","409","JOARI","381","JOARI","268","NAODA JOARI",1,"1","002",1024
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","27","CHANDINA","00","OTHERS AREA","160","BARKARAI","089","BHUARI","020","BHUARI",1,"1","003",1025
"50","RAJSHAHI","10","BOGURA","00","OTHERS AREA","67","NANDIGRAM","00","OTHERS AREA","142","BHATGRAM","341","HATKARAI","148","HATKARAI",1,"1","005",1026
"20","CHATTOGRAM","51","LAKSHMIPUR","00","OTHERS AREA","43","LAKSHMIPUR SADAR","00","OTHERS AREA","351","HAJIRPARA","807","UTTAR CHANDRAPUR","210","UTTAR CHANDRAPUR",1,"1","002",1027
"55","RANGPUR","27","DINAJPUR","00","OTHERS AREA","10","BIRAMPUR","00","OTHERS AREA","142","BINAIL","691","RANINAGAR","180","RANINAGAR",1,"1","001",1028
"55","RANGPUR","77","PANCHAGARH","00","OTHERS AREA","34","DEBIGANJ","00","OTHERS AREA","745","TEPRIGANJ","083","BILASPUR","132","MUNSIPARA",1,"1","001",1029
"60","SYLHET","58","MOULVIBAZAR","00","OTHERS AREA","56","KAMALGANJ","00","OTHERS AREA","442","KAMALGANJ","408","KUMRAKAPAN (PART)","416","UTTAR BALIGAON",1,"1","002",1030
"30","DHAKA","33","GAZIPUR","00","OTHERS AREA","34","KALIGANJ","00","OTHERS AREA","151","BAKTARPUR","102","BRAHMANGAON","020","BRAHMANGAON",1,"1","002",1031
"10","BARISHAL","06","BARISHAL","00","OTHERS AREA","62","MEHENDIGANJ","00","OTHERS AREA","118","ANDHARMANIK","036","ANDHARMANIK","010","ANDHARMANIK",1,"1","011",1032
"30","DHAKA","93","TANGAIL","00","OTHERS AREA","09","BASAIL","00","OTHERS AREA","342","HABLA","420","KARATIPARA","110","KARATIPARA",1,"1","003",1033
"30","DHAKA","33","GAZIPUR","00","OTHERS AREA","30","GAZIPUR SADAR","00","OTHERS AREA","151","BHAWALGAR","487","MAHANA BHABANIPUR","193","SHIRIRCHALA",1,"1","061",1034
"40","KHULNA","87","SATKHIRA","00","OTHERS AREA","90","TALA","00","OTHERS AREA","451","KHALISHKHALI","725","SHUKTIA","368","SHUKTIA",1,"1","001",1035
"20","CHATTOGRAM","13","CHANDPUR","00","OTHERS AREA","22","CHANDPUR SADAR","00","OTHERS AREA","480","LAKKHIPUR MODEL","469","LAKKHIPUR","192","SREERAMPUR",1,"1","004",1036
"55","RANGPUR","27","DINAJPUR","00","OTHERS AREA","60","KHANSAMA","00","OTHERS AREA","153","BHERBHERI","425","KHAMAR BISHNUGANJ","110","KHAMAR BISHNUGANJ",1,"1","003",1037
"50","RAJSHAHI","69","NATORE","00","OTHERS AREA","91","SINGRA","00","OTHERS AREA","678","RAMANANDA KHAJURA","593","NURPUR (PART)","268","NURPUR",1,"1","001",1038
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","54","HOMNA","00","OTHERS AREA","109","ASADPUR","269","GHANIARCHAR","070","GHANIARCHAR",1,"1","001",1039
"50","RAJSHAHI","70","CHAPAINABABGANJ","00","OTHERS AREA","88","SHIBGANJ","00","OTHERS AREA","228","DURLABHPUR","177","DURLABHPUR","332","PURAN BARORASHIA",1,"1","001",1040
"50","RAJSHAHI","88","SIRAJGANJ","00","OTHERS AREA","78","SIRAJGANJ SADAR","00","OTHERS AREA","442","KALIA HARIPUR","072","BANBARIA","308","PAIKPARA",1,"1","006",1041
"45","MYMENSINGH","89","SHERPUR","00","OTHERS AREA","67","NAKLA","00","OTHERS AREA","610","PATHAKATA","173","DUDHERCHAR","040","DUDHERCHAR",1,"1","003",1042
"30","DHAKA","54","MADARIPUR","00","OTHERS AREA","54","MADARIPUR SADAR","00","OTHERS AREA","515","MUSTAFAPUR","081","BARA BADDA","020","BARA BADDA",1,"1","002",1043
"40","KHULNA","44","JHENAIDAH","00","OTHERS AREA","80","SHAILKUPA","00","OTHERS AREA","522","MIRZAPUR","692","RAMCHANDRAPUR","348","RAMCHANDRAPUR",1,"1","005",1044
"30","DHAKA","54","MADARIPUR","00","OTHERS AREA","87","SHIBCHAR","00","OTHERS AREA","735","SHIRUAIL","169","DAKKHIN CHAR TAJPUR","040","DAKKHIN CHAR TAJPUR",1,"1","001",1045
"50","RAJSHAHI","10","BOGURA","00","OTHERS AREA","88","SHERPUR","00","OTHERS AREA","451","KHANPUR","433","KHAGA","268","NAYER KHAGA",1,"1","001",1046
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","09","BARURA","00","OTHERS AREA","615","PAYALGACHHA","428","KAJKAMTA","110","KAJKAMTA",1,"1","003",1047
"10","BARISHAL","06","BARISHAL","00","OTHERS AREA","07","BAKERGANJ","00","OTHERS AREA","683","RANGASREE","069","BAHADURPUR","020","BAHADURPUR",1,"1","003",1048
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","87","NANGALKOT","00","OTHERS AREA","412","JODDA PASHCHIM","286","GHORAMAYDAN","070","GHORAMAYDAN",1,"1","006",1049
"50","RAJSHAHI","10","BOGURA","00","OTHERS AREA","67","NANDIGRAM","00","OTHERS AREA","151","BHATRA","567","NAGARKANDI","268","NAGARKANDI",1,"1","001",1050
"30","DHAKA","86","SHARIATPUR","00","OTHERS AREA","65","NARIA","00","OTHERS AREA","151","BHUMKHARA","076","BHUMKHARA","020","BHUMKHARA",1,"1","007",1051
"10","BARISHAL","09","BHOLA","00","OTHERS AREA","18","BHOLA SADAR","00","OTHERS AREA","152","BHEDURIA","130","CHAR RAMESH","030","CHAR RAMESH",1,"1","001",1052
"55","RANGPUR","77","PANCHAGARH","00","OTHERS AREA","04","ATOWARI","00","OTHERS AREA","674","RADHANAGAR","680","RADHANAGAR","180","RADHANAGAR",1,"1","011",1053
"40","KHULNA","01","BAGERHAT","00","OTHERS AREA","60","MORELGANJ","00","OTHERS AREA","213","DAIBAGYAATI","080","BETKASI","028","BETKHASI",1,"1","001",1054
"45","MYMENSINGH","61","MYMENSINGH","00","OTHERS AREA","22","GAFARGAON","00","OTHERS AREA","612","PAITHAL","299","GUBRI","070","GUBRI",1,"1","002",1055
"40","KHULNA","01","BAGERHAT","00","OTHERS AREA","73","RAMPAL","00","OTHERS AREA","778","UJALKUR","724","SANTOSHPUR","368","SANTOSHPUR",1,"1","001",1056
"45","MYMENSINGH","72","NETRAKONA","00","OTHERS AREA","47","KENDUA","00","OTHERS AREA","311","GANDA","628","PAHARPUR","110","KAPASIA",1,"1","001",1057
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","36","DAUDKANDI","00","OTHERS AREA","717","SUNDALPUR","742","SUNDALPUR","040","DASHPARA",1,"1","001",1058
"50","RAJSHAHI","10","BOGURA","00","OTHERS AREA","06","ADAMDIGHI","00","OTHERS AREA","442","KUNDAGRAM","378","JOYDEBPUR","048","CHARUPARA",1,"1","001",1059
"40","KHULNA","50","KUSHTIA","00","OTHERS AREA","94","MIRPUR","00","OTHERS AREA","714","SADARPUR","408","KAKILADAHA","256","MEHERNAGAR",1,"1","001",1060
"30","DHAKA","67","NARAYANGANJ","00","OTHERS AREA","58","NARAYANGANJ SADAR","00","OTHERS AREA","453","KUTUBPUR","163","DHOPATITA","141","NANDALALPUR",1,"1","016",1061
"60","SYLHET","58","MOULVIBAZAR","00","OTHERS AREA","65","KULAURA","00","OTHERS AREA","714","SHARIFPUR","727","SHARIFPUR","368","SHARIFPUR",1,"1","002",1062
"30","DHAKA","59","MUNSHIGANJ","00","OTHERS AREA","94","TONGIBARI","00","OTHERS AREA","614","PANCHGAON","612","PANCHGAON","160","PANCHGAON",1,"1","001",1063
"55","RANGPUR","52","LALMONIRHAT","00","OTHERS AREA","02","ADITMARI","00","OTHERS AREA","210","DURGAPUR","791","UTTAR GOBDHA","198","SHATHIBARIHAT",1,"1","004",1064
"55","RANGPUR","85","RANGPUR","00","OTHERS AREA","76","PIRGANJ","00","OTHERS AREA","750","TUKURIA","773","SUJARKUTHI","190","SUJARKUTHI",1,"1","003",1065
"55","RANGPUR","27","DINAJPUR","00","OTHERS AREA","69","NABABGANJ","00","OTHERS AREA","310","GOLAPGANJ","078","BARA RAGHUNATHPUR","020","BARA RAGHUNATHPUR",1,"1","004",1066
"30","DHAKA","26","DHAKA","00","OTHERS AREA","38","KERANIGANJ","00","OTHERS AREA","443","KALATIA","091","BHANDARKHOLA","208","KHARAKANDI",1,"1","006",1067
"30","DHAKA","33","GAZIPUR","00","OTHERS AREA","32","KALIAKAIR","00","OTHERS AREA","510","MADHYAPARA","434","KUARCHALA","113","KUSHALNATH",1,"1","001",1068
"55","RANGPUR","27","DINAJPUR","00","OTHERS AREA","10","BIRAMPUR","00","OTHERS AREA","209","DIOR","083","BIJUL","021","BIJUL",1,"1","002",1069
"20","CHATTOGRAM","12","BRAHMANBARIA","00","OTHERS AREA","85","NABINAGAR","00","OTHERS AREA","616","PASHCHIM NABINAGAR","552","NAPANG","141","NAPANG",1,"1","006",1070
"40","KHULNA","47","KHULNA","00","OTHERS AREA","17","DACOPE","00","OTHERS AREA","711","SUTARKHALI","262","GUNARI","128","GUNARI",1,"1","002",1071
"45","MYMENSINGH","89","SHERPUR","00","OTHERS AREA","90","SREEBARDI","00","OTHERS AREA","451","KHARIA KAZIRCHAR","609","PORAGAR","160","PORAGAR",1,"1","003",1072
"55","RANGPUR","94","THAKURGAON","00","OTHERS AREA","86","RANISHANKAIL","00","OTHERS AREA","476","LEHEMBA","597","PADAMPUR","160","PADAMPUR",1,"1","011",1073
"20","CHATTOGRAM","15","CHATTOGRAM","00","OTHERS AREA","74","RAOZAN","00","OTHERS AREA","782","URKIRCHAR","586","PASHCHIM GUZARA (PART)","316","PASHCHIM GUZARA ABURKHIL",1,"1","006",1074
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","73","LALMAI","00","OTHERS AREA","151","BAGMARA UTTAR","182","DATTAPUR","040","DATTAPUR",1,"1","005",1075
"50","RAJSHAHI","69","NATORE","00","OTHERS AREA","44","LALPUR","00","OTHERS AREA","178","CHONG DHUPAIL","440","KANTHALBARIA","208","KANTHALBARIA",1,"1","001",1076
"45","MYMENSINGH","39","JAMALPUR","00","OTHERS AREA","85","SARISHABARI","00","OTHERS AREA","509","MAHADAN","428","KHAGURIA","110","KHAGURIA",1,"1","002",1077
"55","RANGPUR","73","NILPHAMARI","00","OTHERS AREA","64","NILPHAMARI SADAR","00","OTHERS AREA","453","KHOKSHABARI","490","MUSHURUT GORGRAM","130","MUSHURUT GORGRAM",1,"1","008",1078
"40","KHULNA","44","JHENAIDAH","00","OTHERS AREA","71","MAHESHPUR","00","OTHERS AREA","409","JADABPUR","306","HUDA ANDARKOTA","208","KANAIDANGA",1,"1","001",1079
"20","CHATTOGRAM","15","CHATTOGRAM","00","OTHERS AREA","08","BANSHKHALI","00","OTHERS AREA","311","GANDAMARA","607","PURBA BARAGHONA","308","PURBA BARAGHONA",1,"1","002",1080
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","74","MANOHARGANJ","00","OTHERS AREA","787","UTTAR JHALAM","129","CHHANUA","030","CHHANUA",1,"1","002",1081
"60","SYLHET","58","MOULVIBAZAR","00","OTHERS AREA","65","KULAURA","00","OTHERS AREA","748","TILAGAON","081","BIJLI","028","BIJLI",1,"1","005",1082
"50","RAJSHAHI","81","RAJSHAHI","00","OTHERS AREA","12","BAGMARA","00","OTHERS AREA","152","BASUPARA","354","ISLABARI","168","ISLABARI",1,"1","002",1083
"10","BARISHAL","78","PATUAKHALI","00","OTHERS AREA","66","KALAPARA","00","OTHERS AREA","229","DHULASAR","157","DHULASAR","010","ANANTAPARA",1,"1","003",1084
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","72","LAKSAM","00","OTHERS AREA","109","AJGARA","732","SUKHTALA","040","DAMBAHAR",1,"1","003",1085
"45","MYMENSINGH","72","NETRAKONA","00","OTHERS AREA","83","PURBADHALA","00","OTHERS AREA","109","AGIA","031","AGIA","134","MADHUNAL",1,"1","001",1086
"30","DHAKA","33","GAZIPUR","00","OTHERS AREA","34","KALIGANJ","00","OTHERS AREA","151","BAKTARPUR","500","MOHANI","130","MOHANI",1,"1","005",1087
"55","RANGPUR","85","RANGPUR","00","OTHERS AREA","58","MITHAPUKUR","00","OTHERS AREA","160","BARA HAZRATPUR","144","CHITHALI PURBAPARA","030","CHITHALI PURBAPARA",1,"1","003",1088
"45","MYMENSINGH","61","MYMENSINGH","00","OTHERS AREA","81","FULPUR","00","OTHERS AREA","142","BALIA","097","BELTIA BALIA","040","DAKKHIN BELTIA BALIA",1,"1","002",1089
"50","RAJSHAHI","10","BOGURA","00","OTHERS AREA","67","NANDIGRAM","00","OTHERS AREA","151","BHATRA","340","HATDHUMA","148","HATDHUMA",1,"1","003",1090
"45","MYMENSINGH","72","NETRAKONA","00","OTHERS AREA","09","BARHATTA","00","OTHERS AREA","178","CHIRAM","072","BAHADURPUR","020","BAHADURPUR",1,"1","003",1091
"40","KHULNA","57","MEHERPUR","00","OTHERS AREA","47","GANGNI","00","OTHERS AREA","718","SHOLATAKA","733","SHOLATAKA","368","SHOLATAKA",1,"1","005",1092
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","81","MURADNAGAR","00","OTHERS AREA","705","SREEKAIL","730","SYEDAGOP","190","SAHEDAGOP",1,"1","003",1093
"40","KHULNA","44","JHENAIDAH","00","OTHERS AREA","71","MAHESHPUR","00","OTHERS AREA","730","SWARUPPUR","424","KESHABPUR","208","KESHABPUR",1,"1","006",1094
"30","DHAKA","93","TANGAIL","00","OTHERS AREA","57","MADHUPUR","00","OTHERS AREA","127","AUSHNARA","687","RAMKRISHNABARI","180","RAMKRISHNABARI",1,"1","004",1095
"60","SYLHET","91","SYLHET","00","OTHERS AREA","41","GOWAINGHAT","00","OTHERS AREA","618","PURBA JAFLONG","034","ASAMPARA HAOR","008","ASAMPARA HAOR",1,"1","003",1096
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","33","SADAR DAKKHIN","00","OTHERS AREA","322","GALIARA UTTAR","737","SHOBHANAGAR","368","SHOBHANAGAR",1,"1","001",1097
"10","BARISHAL","04","BARGUNA","00","OTHERS AREA","90","TALTALI","00","OTHERS AREA","541","NISHANBARIA","118","CHHOTA NISHANBARIACHAK","032","CHAMOPARA",1,"1","002",1098
"20","CHATTOGRAM","15","CHATTOGRAM","00","OTHERS AREA","70","RANGUNIA","00","OTHERS AREA","716","SARAFBHATA","711","SARAFBHATA","208","KAZIRKHIL",1,"1","003",1099
"50","RAJSHAHI","64","NAOGAON","00","OTHERS AREA","86","SAPAHAR","00","OTHERS AREA","706","SAPAHAR","086","BASULDANGA","028","BASULDANGA",1,"1","001",1100
"40","KHULNA","41","JASHORE","00","OTHERS AREA","47","JASHORE SADAR","00","OTHERS AREA","186","CHURAMANKATI","068","BAGHDANGA","028","BAGHDANGA",1,"1","008",1101
"30","DHAKA","33","GAZIPUR","00","OTHERS AREA","36","KAPASIA","00","OTHERS AREA","443","KAPASIA","622","PABUR","160","PABUR",1,"1","004",1102
"55","RANGPUR","85","RANGPUR","00","OTHERS AREA","58","MITHAPUKUR","00","OTHERS AREA","457","KHORAGACHH","725","RUPSI","180","RUPSI",1,"1","001",1103
"60","SYLHET","36","HABIGANJ","00","OTHERS AREA","77","NABIGANJ","00","OTHERS AREA","311","GAZNAIPUR","156","DAITERDEB","368","SHANKARSENA",1,"1","002",1104
"50","RAJSHAHI","10","BOGURA","00","OTHERS AREA","94","SHIBGANJ","00","OTHERS AREA","109","ATMUL","460","KURAHAR","068","DAKKHINPARA",1,"1","004",1105
"40","KHULNA","57","MEHERPUR","00","OTHERS AREA","47","GANGNI","00","OTHERS AREA","509","MATMURA","515","MATMURA","248","MATMURA",1,"1","004",1106
"50","RAJSHAHI","38","JOYPURHAT","00","OTHERS AREA","61","KHETLAL","00","OTHERS AREA","152","BARAIL","263","GOTAHAR","128","GOTAHAR",1,"1","002",1107
"10","BARISHAL","78","PATUAKHALI","00","OTHERS AREA","95","PATUAKHALI SADAR","00","OTHERS AREA","554","MOUKARAN","169","DARITALUK MOUKARAN ","068","DARITALUK MOUKARAN ",1,"1","002",1108
"20","CHATTOGRAM","51","LAKSHMIPUR","00","OTHERS AREA","43","LAKSHMIPUR SADAR","00","OTHERS AREA","224","DALALBAZAR","498","MAHADEBPUR","130","MAHADEBPUR",1,"1","019",1109
"50","RAJSHAHI","10","BOGURA","00","OTHERS AREA","88","SHERPUR","00","OTHERS AREA","460","KUSUMBI","613","PAKURIAPARA","308","PAKURIAPARA",1,"1","001",1110
"20","CHATTOGRAM","75","NOAKHALI","00","OTHERS AREA","07","BEGUMGANJ","00","OTHERS AREA","118","AMANULLAPUR","447","KHEMCHANDPUR","110","KHEMCHANDPUR",1,"1","001",1111
"55","RANGPUR","27","DINAJPUR","00","OTHERS AREA","56","KAHAROLE","00","OTHERS AREA","707","SUNDARPUR","717","SAINAGAR","190","SAINAGAR",1,"1","004",1112
"20","CHATTOGRAM","30","FENI","00","OTHERS AREA","25","DAGANBHUIYAN","00","OTHERS AREA","407","JAYLASKAR","165","DAKKHIN MACHHIMPUR","040","DAKKHIN MACHHIMPUR",1,"1","003",1113
"50","RAJSHAHI","76","PABNA","00","OTHERS AREA","83","SUJANAGAR","00","OTHERS AREA","543","NAZIRGANJ","820","UDAYPUR (PART)","408","UDAYPUR",1,"1","007",1114
"20","CHATTOGRAM","12","BRAHMANBARIA","00","OTHERS AREA","63","KASBA","00","OTHERS AREA","443","KAIMPUR","412","KAIMPUR","110","KAIMPUR",1,"1","012",1115
"10","BARISHAL","06","BARISHAL","00","OTHERS AREA","62","MEHENDIGANJ","00","OTHERS AREA","783","UTTAR ULANIA","539","NAYAKHALI","268","NAYAKHALI",1,"1","005",1116
"60","SYLHET","91","SYLHET","00","OTHERS AREA","17","BEANIBAZAR","00","OTHERS AREA","210","DUBAG","728","SYLHETIPARA","368","SYLHETIPARA",1,"1","002",1117
"60","SYLHET","91","SYLHET","00","OTHERS AREA","17","BEANIBAZAR","00","OTHERS AREA","210","DUBAG","077","BANGALHUDA","028","BANGALHUDA",1,"1","002",1118
"30","DHAKA","59","MUNSHIGANJ","00","OTHERS AREA","44","LOUHAJANG","00","OTHERS AREA","151","BOULTALI","168","DHARARHAT","040","DHARARHAT",1,"1","001",1119
"10","BARISHAL","06","BARISHAL","00","OTHERS AREA","51","BARISHAL SADAR (KOTWALI)","00","OTHERS AREA","745","TUNGIBARIA","760","TUNGIBARIA","200","TUNGIBARIA",1,"1","001",1120
"40","KHULNA","87","SATKHIRA","00","OTHERS AREA","82","SATKHIRA SADAR","00","OTHERS AREA","450","KUSHKHALI","083","BHADRA","008","ARUAKHALI",1,"1","004",1121
"55","RANGPUR","73","NILPHAMARI","00","OTHERS AREA","64","NILPHAMARI SADAR","00","OTHERS AREA","715","SANGALSHI","079","BARA SANGALSHI","020","BARA SANGALSHI",1,"1","028",1122
"20","CHATTOGRAM","13","CHANDPUR","00","OTHERS AREA","49","HAJIGANJ","00","OTHERS AREA","311","GANDHARBAPUR DAKKHIN","082","BHATRA SHIBPUR","040","DATRA SHIBPUR",1,"1","004",1123
"50","RAJSHAHI","76","PABNA","00","OTHERS AREA","05","ATGHARIA","00","OTHERS AREA","509","MAJPARA","162","DARBESHPUR","068","DARBESHPUR",1,"1","003",1124
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","67","ADARSHA SADAR","00","OTHERS AREA","609","PANCHTHUBI","171","DUMARIA CHANDPUR","040","DUMARIA CHANDPUR",1,"1","015",1125
"45","MYMENSINGH","61","MYMENSINGH","00","OTHERS AREA","81","FULPUR","00","OTHERS AREA","160","BHAITKANDI","525","MICHKI","130","MICHKI",1,"1","001",1126
"45","MYMENSINGH","61","MYMENSINGH","00","OTHERS AREA","81","FULPUR","00","OTHERS AREA","142","BALIA","738","SHALIKAKANDA","190","SHALIKAKANDA",1,"1","001",1127
"55","RANGPUR","85","RANGPUR","00","OTHERS AREA","42","KAUNIA","00","OTHERS AREA","741","TEPA MADHUPUR","312","HARICHARAN SHARMA","080","HARICHARAN SHARMA",1,"1","001",1128
"55","RANGPUR","52","LALMONIRHAT","00","OTHERS AREA","70","PATGRAM","00","OTHERS AREA","210","DAHAGRAM","156","DAHAGRAM","040","DAHAGRAM",1,"1","003",1129
"50","RAJSHAHI","70","CHAPAINABABGANJ","00","OTHERS AREA","88","SHIBGANJ","00","OTHERS AREA","228","DURLABHPUR","177","DURLABHPUR","036","BATRISHRASHIA",1,"1","003",1130
"40","KHULNA","47","KHULNA","00","OTHERS AREA","12","BATIAGHATA","00","OTHERS AREA","109","AMIRPUR","431","KISMAT KURIGHATA","208","KISMAT KURIGHATA",1,"1","002",1131
"30","DHAKA","33","GAZIPUR","00","OTHERS AREA","36","KAPASIA","00","OTHERS AREA","745","TARGAON","146","CHINADULI","030","CHINADULI",1,"1","003",1132
"30","DHAKA","35","GOPALGANJ","00","OTHERS AREA","91","TUNGIPARA","00","OTHERS AREA","608","PATGATI","119","CHINGURIA","142","NABUKHALI",1,"1","001",1133
"20","CHATTOGRAM","51","LAKSHMIPUR","00","OTHERS AREA","33","KAMALNAGAR","00","OTHERS AREA","175","CHAR FALCAN","110","CHAR FALCAN (PART)","030","CHAR FALCAN",1,"1","010",1134
"20","CHATTOGRAM","15","CHATTOGRAM","00","OTHERS AREA","61","PATIYA","00","OTHERS AREA","342","HABILAS DWIP","308","HULAIN","148","HULAIN",1,"1","011",1135
"45","MYMENSINGH","61","MYMENSINGH","00","OTHERS AREA","81","FULPUR","00","OTHERS AREA","609","PAYARI","153","CHAR PAYARI","030","CHAR PAYARI",1,"1","001",1136
"50","RAJSHAHI","70","CHAPAINABABGANJ","00","OTHERS AREA","88","SHIBGANJ","00","OTHERS AREA","521","MOBARAKPUR","528","NAMO TIKARI","268","NAMO TIKARI",1,"1","005",1137
"20","CHATTOGRAM","13","CHANDPUR","00","OTHERS AREA","58","KACHUA","00","OTHERS AREA","628","PALAKHAL MODEL","092","BHUIYANRA","020","BHUIYANRA",1,"1","002",1138
"40","KHULNA","50","KUSHTIA","00","OTHERS AREA","39","DAULATPUR","00","OTHERS AREA","613","PHILIPNAGAR","610","PHILIPNAGAR","308","PHILIPNAGAR",1,"1","017",1139
"30","DHAKA","35","GOPALGANJ","00","OTHERS AREA","58","MUKSUDPUR","00","OTHERS AREA","142","BAHUGRAM","071","BAHUGRAM","020","BAHUGRAM",1,"1","004",1140
"50","RAJSHAHI","81","RAJSHAHI","00","OTHERS AREA","34","GODAGARI","00","OTHERS AREA","678","RISHIKUL","404","JHIKRAPARA","188","JHIKRAPARA",1,"1","001",1141
"40","KHULNA","41","JASHORE","00","OTHERS AREA","38","KESHABPUR","00","OTHERS AREA","342","HASANPUR","498","MAHADEBPUR","248","MAHADEBPUR",1,"1","001",1142
"30","DHAKA","59","MUNSHIGANJ","00","OTHERS AREA","44","LOUHAJANG","00","OTHERS AREA","151","BOULTALI","087","BOULTALI","020","BOULTALI",1,"1","002",1143
"30","DHAKA","56","MANIKGANJ","00","OTHERS AREA","46","MANIKGANJ SADAR","00","OTHERS AREA","143","BETILA MITARA","671","PURBA HATBARIAL","160","PURBA HATBARIAL",1,"1","001",1144
"30","DHAKA","93","TANGAIL","00","OTHERS AREA","95","TANGAIL SADAR","00","OTHERS AREA","142","BAGHIL","084","BANIABARI","020","BANIABARI",1,"1","002",1145
"30","DHAKA","67","NARAYANGANJ","00","OTHERS AREA","58","NARAYANGANJ SADAR","00","OTHERS AREA","453","KUTUBPUR","160","DEULPARA","053","ENAYETNAGAR",1,"1","002",1146
"20","CHATTOGRAM","15","CHATTOGRAM","00","OTHERS AREA","82","SATKANIA","00","OTHERS AREA","735","SONAKANIA","264","GARANGIA","128","GARANGIA",1,"1","028",1147
"20","CHATTOGRAM","12","BRAHMANBARIA","00","OTHERS AREA","07","BIJOYNAGAR","00","OTHERS AREA","186","CHANDURA","032","ABDULLAHPUR","010","ABDULLAHPUR",1,"1","001",1148
"30","DHAKA","26","DHAKA","00","OTHERS AREA","38","KERANIGANJ","00","OTHERS AREA","109","AGANAGAR","144","CHUNKUTIA (PART)","128","GOLAM BAZAR (PART)",1,"1","004",1149
"55","RANGPUR","32","GAIBANDHA","00","OTHERS AREA","24","GAIBANDHA SADAR","00","OTHERS AREA","151","BALLAMJHAR","158","DHANGHARA (PART)","041","DHANGHARA",1,"1","007",1150
"30","DHAKA","26","DHAKA","00","OTHERS AREA","72","SAVAR","00","OTHERS AREA","118","ASHULIA","083","BARA RANGAMATIA","068","DURGAPUR (PART)",1,"1","049",1151
"20","CHATTOGRAM","12","BRAHMANBARIA","00","OTHERS AREA","04","BANCHHARAMPUR","00","OTHERS AREA","109","AYUBPUR","080","BANSHGARI","020","BANSHGARI",1,"1","009",1152
"30","DHAKA","33","GAZIPUR","00","OTHERS AREA","30","GAZIPUR SADAR","00","OTHERS AREA","151","BHAWALGAR","085","BOKRAN MANIPUR","248","MANIPUR",1,"1","004",1153
