"division_code","division","district_code","district","ctc","ctn","upazila_code","upazila","psc","psn","union_code","union_name","mouza_code","mouza","village_code","village","rmo_tus","rmo_phc","ea_code","psu_code"
"60","SYLHET","91","SYLHET","00","OTHERS AREA","59","KANAIGHAT","00","OTHERS AREA","608","PASHCHIM LAKKHIPRASAD","067","BARABAND 1ST KHANDA","028","BARABAND 1ST KHANDA",1,"1","003",1296
"55","RANGPUR","85","RANGPUR","00","OTHERS AREA","03","BADARGANJ","00","OTHERS AREA","512","MADHUPUR","706","SANTOSHPUR","190","SANTOSHPUR",1,"1","006",1297
"55","RANGPUR","94","THAKURGAON","00","OTHERS AREA","08","BALIADANGI","00","OTHERS AREA","152","BARABARI","717","SARMANGLA","190","SARMANGLA",1,"1","001",1298
"60","SYLHET","36","HABIGANJ","00","OTHERS AREA","11","BANIACHONG","00","OTHERS AREA","452","KHAGAURA","091","BERISHAPUR","028","BERISHAPUR",1,"1","001",1299
"30","DHAKA","26","DHAKA","00","OTHERS AREA","18","DOHAR","00","OTHERS AREA","507","MAHMUDPUR","113","CHAR KUSHAIR","048","CHAR KUSHAIRCHAR",1,"1","009",1300
"50","RAJSHAHI","69","NATORE","00","OTHERS AREA","91","SINGRA","00","OTHERS AREA","175","CHAMARI","539","MAHISHMARI","068","DARI MAHISMARI",1,"1","002",1301
"45","MYMENSINGH","72","NETRAKONA","00","OTHERS AREA","18","DURGAPUR","00","OTHERS AREA","151","BIRISHIRI","429","KHALISAPARA","110","KHALISAPARA",1,"1","001",1302
"30","DHAKA","48","KISHOREGANJ","00","OTHERS AREA","27","HOSSAINPUR","00","OTHERS AREA","308","GOBINDAPUR","275","GOBINDAPUR","132","MADHYA GOBINDAPUR",1,"1","005",1303
"30","DHAKA","33","GAZIPUR","00","OTHERS AREA","32","KALIAKAIR","00","OTHERS AREA","519","MOUCHAK","433","KOUCHAKURI","117","KAMRANGACHALA",1,"1","010",1304
"40","KHULNA","41","JASHORE","00","OTHERS AREA","47","JASHORE SADAR","00","OTHERS AREA","279","FATEPUR","077","BALIADANGA","028","BALIADANGA",1,"1","005",1305
"20","CHATTOGRAM","75","NOAKHALI","00","OTHERS AREA","07","BEGUMGANJ","00","OTHERS AREA","144","BEGUMGANJ","523","MAHABBATPUR","130","MAHABBATPUR",1,"1","007",1306
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","75","MEGHNA","00","OTHERS AREA","511","MANIKARCHAR","479","MANIKARCHAR","195","SIKIRGOAN",1,"1","001",1307
"55","RANGPUR","73","NILPHAMARI","00","OTHERS AREA","85","SAIDPUR","00","OTHERS AREA","450","KHATA MADHUPUR","491","MUSARAT DHULIA","130","MUSARAT DHULIA",1,"1","009",1308
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","33","SADAR DAKKHIN","00","OTHERS AREA","614","PASHCHIM JORKANAN","584","OLAIN","150","OLAIN",1,"1","002",1309
"20","CHATTOGRAM","75","NOAKHALI","00","OTHERS AREA","80","SENBAG","00","OTHERS AREA","177","CHHATARPAIYA","075","BASANTAPUR","020","BASANTAPUR",1,"1","006",1310
"20","CHATTOGRAM","15","CHATTOGRAM","00","OTHERS AREA","04","ANWARA","00","OTHERS AREA","161","BARASHAT","161","DUDH KUMRA","068","DUDH KUMRA",1,"1","004",1311
"55","RANGPUR","94","THAKURGAON","00","OTHERS AREA","82","PIRGANJ","00","OTHERS AREA","453","KOSHA RANIGANJ","088","BETURA","020","BETURA",1,"1","001",1312
"50","RAJSHAHI","10","BOGURA","00","OTHERS AREA","54","KAHALOO","00","OTHERS AREA","442","KAHALOO","036","AKHUNJA","008","AKHUNJA",1,"1","001",1313
"20","CHATTOGRAM","15","CHATTOGRAM","00","OTHERS AREA","70","RANGUNIA","00","OTHERS AREA","444","KODALA","413","KODALA","208","KODALA",1,"1","003",1314
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","36","DAUDKANDI","00","OTHERS AREA","322","GOURIPUR","632","PENNAI","197","SARKAPUR",1,"1","002",1315
"55","RANGPUR","32","GAIBANDHA","00","OTHERS AREA","30","GOBINDAGANJ","00","OTHERS AREA","547","NAKAI","645","PATUA","160","PATUA",1,"1","005",1316
"10","BARISHAL","09","BHOLA","00","OTHERS AREA","18","BHOLA SADAR","00","OTHERS AREA","380","ILISHA","286","GUPTAMUNSI","070","GUPTAMUNSI",1,"1","019",1317
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","81","MURADNAGAR","00","OTHERS AREA","537","NABIPUR (PASHCHIM)","764","TRISH","163","PAIYAPATHAR",1,"1","003",1318
"30","DHAKA","35","GOPALGANJ","00","OTHERS AREA","58","MUKSUDPUR","00","OTHERS AREA","684","RAGHDI","746","SUNDARDI","190","SUNDARDI",1,"1","002",1319
"55","RANGPUR","85","RANGPUR","00","OTHERS AREA","27","GANGACHARA","00","OTHERS AREA","143","BARABIL","499","MANIRAM","130","MANIRAM",1,"1","001",1320
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","40","DEBIDWAR","00","OTHERS AREA","679","RAJAMEHAR","696","RAJAMEHAR","030","CHATULI",1,"1","001",1321
"60","SYLHET","36","HABIGANJ","00","OTHERS AREA","05","BAHUBAL","00","OTHERS AREA","151","BHADESHWAR","420","KASHIRAMPUR","208","KANDIGAON",1,"1","001",1322
"40","KHULNA","47","KHULNA","00","OTHERS AREA","64","PAIKGACHHA","00","OTHERS AREA","678","RARULI","071","BANKA","028","BANKA",1,"1","008",1323
"60","SYLHET","90","SUNAMGANJ","00","OTHERS AREA","92","TAHIRPUR","00","OTHERS AREA","774","UTTAR BARADAL","486","MALASI GOP","248","MANIGAON",1,"1","002",1324
"40","KHULNA","47","KHULNA","00","OTHERS AREA","40","DIGHALIA","00","OTHERS AREA","210","DIGHALIA","157","DIGHALIA","068","DIGHALIA",1,"1","009",1325
"10","BARISHAL","09","BHOLA","00","OTHERS AREA","54","LALMOHAN","00","OTHERS AREA","277","FARAJGANJ","036","ASALI LALMOHAN","010","ASALI LALMOHAN",1,"1","002",1326
"40","KHULNA","01","BAGERHAT","00","OTHERS AREA","60","MORELGANJ","00","OTHERS AREA","684","RAMCHANDRAPUR","394","JILBUNIA","188","JILBUNIA",1,"1","001",1327
"40","KHULNA","65","NARAIL","00","OTHERS AREA","76","NARAIL SADAR","00","OTHERS AREA","345","HABAKHALI","326","HARIGARA","148","HARIGARA",1,"1","003",1328
"50","RAJSHAHI","64","NAOGAON","00","OTHERS AREA","79","PORSHA","00","OTHERS AREA","508","MASHIDPUR","624","PUNGI MUSHIDPUR","308","PUNGI MUSHIDPUR",1,"1","001",1329
"40","KHULNA","41","JASHORE","00","OTHERS AREA","90","SHARSHA","00","OTHERS AREA","779","ULASI","075","BARA BARIA","036","BENEKHARI",1,"1","001",1330
"50","RAJSHAHI","81","RAJSHAHI","00","OTHERS AREA","53","MOHANPUR","00","OTHERS AREA","209","DHURAIL","634","PALSA","308","PALSHA",1,"1","003",1331
"50","RAJSHAHI","10","BOGURA","00","OTHERS AREA","94","SHIBGANJ","00","OTHERS AREA","713","SHIBGANJ","829","UTHALI","316","PURBA UTHALI",1,"1","004",1332
"10","BARISHAL","09","BHOLA","00","OTHERS AREA","29","DAULATKHAN","00","OTHERS AREA","777","UTTAR JOYNAGAR","784","UTTAR JOYNAGAR","210","UTTAR JOYNAGAR",1,"1","017",1333
"20","CHATTOGRAM","13","CHANDPUR","00","OTHERS AREA","45","FARIDGANJ","00","OTHERS AREA","653","PURBA CHAR DUKHIA","221","EKHLASPUR","050","EKHLASPUR",1,"1","004",1334
"20","CHATTOGRAM","22","COX'S BAZAR","00","OTHERS AREA","94","UKHIA","00","OTHERS AREA","673","RAJAPALANG","787","UKHIA","111","KUTUPALANG",1,"1","006",1335
"10","BARISHAL","09","BHOLA","00","OTHERS AREA","18","BHOLA SADAR","00","OTHERS AREA","380","ILISHA","117","CHAR ILISHA","030","CHAR ILISHA",1,"1","001",1336
"30","DHAKA","48","KISHOREGANJ","00","OTHERS AREA","06","BAJITPUR","00","OTHERS AREA","613","PIRIJPUR","604","PIRIJPUR","203","SULTANPUR",1,"1","002",1337
"30","DHAKA","48","KISHOREGANJ","00","OTHERS AREA","06","BAJITPUR","00","OTHERS AREA","613","PIRIJPUR","158","DUAIGAON","041","DUAIGAON",1,"1","001",1338
"50","RAJSHAHI","88","SIRAJGANJ","00","OTHERS AREA","61","RAYGANJ","00","OTHERS AREA","142","BRAHMAGACHHA","316","HASIL HOSSAIN","148","HASIL HOSSAIN",1,"1","005",1339
"55","RANGPUR","52","LALMONIRHAT","00","OTHERS AREA","55","LALMONIRHAT SADAR","00","OTHERS AREA","510","MAHENDRANAGAR","676","RAMJIBAN","180","RAMJIBAN",1,"1","002",1340
"10","BARISHAL","06","BARISHAL","00","OTHERS AREA","02","AGAILJHARA","00","OTHERS AREA","142","BAGDHA","373","JOBARPAR","100","JOBARPAR",1,"1","003",1341
"30","DHAKA","26","DHAKA","00","OTHERS AREA","72","SAVAR","00","OTHERS AREA","913","YEARPUR","772","TAIYABPUR","128","GHOSHBAG",1,"1","016",1342
"60","SYLHET","91","SYLHET","00","OTHERS AREA","41","GOWAINGHAT","00","OTHERS AREA","618","PURBA JAFLONG","743","SANKIBHANGA HAOR","368","SANKIBHANGA",1,"1","002",1343
"30","DHAKA","59","MUNSHIGANJ","00","OTHERS AREA","84","SREENAGAR","00","OTHERS AREA","731","SREENAGAR","720","SREENAGAR","020","BABUR DIGHIRPAR",1,"1","001",1344
"50","RAJSHAHI","76","PABNA","00","OTHERS AREA","72","SANTHIA","00","OTHERS AREA","218","DHULAURI","085","BIL SALANGI","028","BIL SALANGI",1,"1","001",1345
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","81","MURADNAGAR","00","OTHERS AREA","405","JAHAPUR","375","JAHAPUR","100","JAHANPUR",1,"1","001",1346
"45","MYMENSINGH","89","SHERPUR","00","OTHERS AREA","88","SHERPUR SADAR","00","OTHERS AREA","197","CHAR SHERPUR","131","CHAR SHERPUR (PART)","047","DARIPARA",1,"1","009",1347
"50","RAJSHAHI","10","BOGURA","00","OTHERS AREA","40","GABTALI","00","OTHERS AREA","218","DURGAHATA","075","BEGUNI (PART)","208","KALUDANGA",1,"1","001",1348
"50","RAJSHAHI","76","PABNA","00","OTHERS AREA","55","PABNA SADAR","00","OTHERS AREA","312","GAYESHPUR","320","HARINARAYANPUR","148","HARINARAYANPUR",1,"1","004",1349
"60","SYLHET","90","SUNAMGANJ","00","OTHERS AREA","47","JAGANNATHPUR","00","OTHERS AREA","676","RANIGANJ","080","BALISRI","348","ROUAIL",1,"1","005",1350
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","31","CHAUDDAGRAM","00","OTHERS AREA","310","GHOLPASHA","732","RANGAMATIA","180","RANGAMATIA",1,"1","001",1351
"20","CHATTOGRAM","12","BRAHMANBARIA","00","OTHERS AREA","85","NABINAGAR","00","OTHERS AREA","746","SHYAMGRAM","727","SAHABAZPUR","190","SAHABAZPUR",1,"1","007",1352
"20","CHATTOGRAM","22","COX'S BAZAR","00","OTHERS AREA","16","CHAKARIA","00","OTHERS AREA","457","KAKARA","404","KAKARA (PART)","131","MAIJ KAKARA",1,"1","002",1353
"10","BARISHAL","09","BHOLA","00","OTHERS AREA","29","DAULATKHAN","00","OTHERS AREA","510","MADANPUR","126","CHAR TABGI","030","CHAR TABGI",1,"1","001",1354
"55","RANGPUR","27","DINAJPUR","00","OTHERS AREA","12","BIRGANJ","00","OTHERS AREA","618","PALTAPUR","741","SENGRAM","190","SENGRAM",1,"1","003",1355
"20","CHATTOGRAM","51","LAKSHMIPUR","00","OTHERS AREA","43","LAKSHMIPUR SADAR","00","OTHERS AREA","196","CHAR RUHITA","132","CHAR RUHITA","160","PASHCHIM CHAR RUHITA",1,"1","005",1356
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","54","HOMNA","00","OTHERS AREA","320","GHARMORA","496","MANIPUR","042","DAKKHIN MANIPUR",1,"1","001",1357
"50","RAJSHAHI","64","NAOGAON","00","OTHERS AREA","47","MANDA","00","OTHERS AREA","151","BHARSHO","191","CHHUTIPUR","048","CHHUTIPUR",1,"1","001",1358
"60","SYLHET","90","SUNAMGANJ","00","OTHERS AREA","87","SHANTIGANJ","00","OTHERS AREA","633","PURBA BIRGAON","079","BIRGAON (PART)","316","PASHCHIM BIRGAON",1,"1","002",1359
"30","DHAKA","68","NARSINGDI","00","OTHERS AREA","60","NARSINGDI SADAR","00","OTHERS AREA","521","MEHERPARA","802","UTTAR SARUPABA","210","UTTAR SARUPABA",1,"1","003",1360
"10","BARISHAL","79","PIROJPUR","00","OTHERS AREA","76","NAZIRPUR","00","OTHERS AREA","508","MALIKHALI","374","JUGIA","161","PASHCHIM JUGIA",1,"1","002",1361
"40","KHULNA","44","JHENAIDAH","00","OTHERS AREA","33","KALIGANJ","00","OTHERS AREA","685","ROYGRAM","174","DAYAPUR","068","DAYAPUR",1,"1","002",1362
"60","SYLHET","91","SYLHET","00","OTHERS AREA","31","DAKKHIN SURMA","00","OTHERS AREA","711","SILAM","679","RUSTAMPUR","128","GOALGAON",1,"1","001",1363
"50","RAJSHAHI","10","BOGURA","00","OTHERS AREA","81","SARIAKANDI","00","OTHERS AREA","278","FULBARI","138","CHHAGALDHARA","048","CHHAGALDHARA",1,"1","011",1364
"40","KHULNA","47","KHULNA","00","OTHERS AREA","30","DUMURIA","00","OTHERS AREA","714","SAHAS","731","SAHAS","368","SAHAS GHOSHGANTI",1,"1","003",1365
"50","RAJSHAHI","88","SIRAJGANJ","00","OTHERS AREA","11","BELKUCHI","00","OTHERS AREA","151","BELKUCHI","169","DELUA (PART)","068","DARIAPUR",1,"1","003",1366
"60","SYLHET","90","SUNAMGANJ","00","OTHERS AREA","29","DERAI","00","OTHERS AREA","409","JAGADAL","538","NAGDIPUR","268","NAGDIPUR",1,"1","003",1367
"20","CHATTOGRAM","75","NOAKHALI","00","OTHERS AREA","87","NOAKHALI SADAR","00","OTHERS AREA","222","DHARMAPUR","114","CHAR DARBESH","030","CHAR DARBESH",1,"1","002",1368
"40","KHULNA","87","SATKHIRA","00","OTHERS AREA","04","ASHASHUNI","00","OTHERS AREA","118","ASHASHUNI","436","KODANDA","208","KODANDA",1,"1","001",1369
"30","DHAKA","86","SHARIATPUR","00","OTHERS AREA","69","SHARIATPUR SADAR","00","OTHERS AREA","143","BINODPUR","611","PASHCHIMKANDI","020","BACHHARKANDI",1,"1","002",1370
"55","RANGPUR","85","RANGPUR","00","OTHERS AREA","42","KAUNIA","00","OTHERS AREA","715","SHAHIDBAG","713","SADHU","190","SADHU",1,"1","006",1371
"60","SYLHET","90","SUNAMGANJ","00","OTHERS AREA","32","DHARMAPASHA","00","OTHERS AREA","710","SELBARASH","311","HABIBPUR (MADHABPUR)","248","MUDAHARPUR",1,"1","001",1372
"45","MYMENSINGH","61","MYMENSINGH","00","OTHERS AREA","22","GAFARGAON","00","OTHERS AREA","612","PAITHAL","618","PAITHAL","162","PAITHAL",1,"1","005",1373
"50","RAJSHAHI","76","PABNA","00","OTHERS AREA","55","PABNA SADAR","00","OTHERS AREA","109","ATAIKULA","032","ATAIKULA","368","SARADANGI",1,"1","006",1374
"20","CHATTOGRAM","13","CHANDPUR","00","OTHERS AREA","79","MATLAB UTTAR","00","OTHERS AREA","723","SHATNAL","473","LALPUR KALIPUR","112","KALIPUR",1,"1","002",1375
"30","DHAKA","56","MANIKGANJ","00","OTHERS AREA","10","DAULATPUR","00","OTHERS AREA","142","BACHAMARA","184","DHULJANA","040","DHULJANA",1,"1","002",1376
"45","MYMENSINGH","61","MYMENSINGH","00","OTHERS AREA","65","MUKTAGACHHA","00","OTHERS AREA","311","GHOGA","428","KALIKAPUR","110","KALIKAPUR",1,"1","003",1377
"30","DHAKA","93","TANGAIL","00","OTHERS AREA","85","SAKHIPUR","00","OTHERS AREA","454","KALIA","416","KALIAPARA GHONARCHALA","068","DEBALCHALA",1,"1","001",1378
"45","MYMENSINGH","61","MYMENSINGH","00","OTHERS AREA","52","MYMENSINGH SADAR","00","OTHERS AREA","215","DAPUNIA","419","KAWALTI","110","KAWALTI",1,"1","002",1379
"55","RANGPUR","52","LALMONIRHAT","00","OTHERS AREA","55","LALMONIRHAT SADAR","00","OTHERS AREA","308","GOKUNDA","680","RATIPUR","180","RATIPUR",1,"1","003",1380
"50","RAJSHAHI","64","NAOGAON","00","OTHERS AREA","47","MANDA","00","OTHERS AREA","749","TENTULIA","490","KURKUCHI","208","KURKUCHI",1,"1","001",1381
"10","BARISHAL","79","PIROJPUR","00","OTHERS AREA","80","PIROJPUR SADAR","00","OTHERS AREA","715","SHARIKTALA DUMIRTALA","276","GUABARIA (PART)","071","GUABARIA",1,"1","001",1382
"40","KHULNA","50","KUSHTIA","00","OTHERS AREA","71","KUMARKHALI","00","OTHERS AREA","711","SADAKI","728","SADAKI MUHAMMADPUR","408","SADAKI MUHAMMADPUR",1,"1","001",1383
"55","RANGPUR","32","GAIBANDHA","00","OTHERS AREA","88","SAGHATA","00","OTHERS AREA","410","JUMARBARI","517","MECHHAT","130","MECHHAT",1,"1","002",1384
"30","DHAKA","48","KISHOREGANJ","00","OTHERS AREA","54","KULIARCHAR","00","OTHERS AREA","175","CHHAYSUTI","117","CHHAYSUTI","031","CHHAYSUTI",1,"1","005",1385
"50","RAJSHAHI","38","JOYPURHAT","00","OTHERS AREA","61","KHETLAL","00","OTHERS AREA","143","BARA TARA","410","KRISHNANAGAR","256","MAZIATHAL",1,"1","002",1386
"20","CHATTOGRAM","75","NOAKHALI","00","OTHERS AREA","07","BEGUMGANJ","00","OTHERS AREA","212","DURGAPUR","204","DURGAPUR","040","DURGAPUR",1,"1","012",1387
"55","RANGPUR","73","NILPHAMARI","00","OTHERS AREA","15","DOMAR","00","OTHERS AREA","311","GOMNATI","165","DAKKHIN GOMNATI","040","DAKKHIN GOMNATI PASHCHIM",1,"1","005",1388
"20","CHATTOGRAM","12","BRAHMANBARIA","00","OTHERS AREA","94","SARAIL","00","OTHERS AREA","541","NOAGAON","531","NOAGAON (PART)","143","NOAGAON",1,"1","013",1389
"55","RANGPUR","52","LALMONIRHAT","00","OTHERS AREA","39","KALIGANJ","00","OTHERS AREA","311","GORAL","712","SEBAKDAS NITHAK","190","SEBAKDAS NITHAK",1,"1","002",1390
"50","RAJSHAHI","64","NAOGAON","00","OTHERS AREA","03","ATRAI","00","OTHERS AREA","109","AHSANGANJ","171","DAMDAMA","068","DAMDAMA",1,"1","003",1391
"45","MYMENSINGH","89","SHERPUR","00","OTHERS AREA","67","NAKLA","00","OTHERS AREA","743","TALKI","491","MAJIDBARI","130","MAJIDBARI",1,"1","001",1392
"50","RAJSHAHI","76","PABNA","00","OTHERS AREA","39","ISHWARDI","00","OTHERS AREA","473","LAKKHIKUNDI","433","KAMALPUR","208","KAMALPUR",1,"1","012",1393
"30","DHAKA","93","TANGAIL","00","OTHERS AREA","28","GHATAIL","00","OTHERS AREA","480","LOKERPARA","639","PANCHTIKARI","161","PANCHTIKARI",1,"1","007",1394
"30","DHAKA","93","TANGAIL","00","OTHERS AREA","76","NAGARPUR","00","OTHERS AREA","613","PAKUTIA","516","MANARA","130","MANARA",1,"1","005",1395
"10","BARISHAL","78","PATUAKHALI","00","OTHERS AREA","57","GALACHIPA","00","OTHERS AREA","195","CHIKNIKANDI","500","MAJHGRAM","130","MAJHGRAM",1,"1","006",1396
"30","DHAKA","67","NARAYANGANJ","00","OTHERS AREA","04","SONARGAON","00","OTHERS AREA","719","SANMANDI","275","FATEPUR","060","FATEPUR",1,"1","004",1397
"20","CHATTOGRAM","15","CHATTOGRAM","00","OTHERS AREA","53","MIRSARAI","00","OTHERS AREA","351","HINGULI","033","AZAMNAGAR (PART)","016","AZAMNAGAR",1,"1","007",1398
"50","RAJSHAHI","70","CHAPAINABABGANJ","00","OTHERS AREA","88","SHIBGANJ","00","OTHERS AREA","614","PANKA","453","LAKKHI GOURANGAPUR","236","LAKKHIPUR",1,"1","003",1399
"20","CHATTOGRAM","15","CHATTOGRAM","00","OTHERS AREA","04","ANWARA","00","OTHERS AREA","143","BAIRAG","072","BAIRAG","028","BAIRAG",1,"1","010",1400
"10","BARISHAL","79","PIROJPUR","00","OTHERS AREA","87","NESARABAD (SWARUPKATHI)","00","OTHERS AREA","736","SUTIAKATI","531","NANDUHAR","140","NANDUHAR",1,"1","009",1401
"50","RAJSHAHI","88","SIRAJGANJ","00","OTHERS AREA","61","RAYGANJ","00","OTHERS AREA","544","NALKA","127","CHAK MANOHAR","048","CHAK MANOHARPUR",1,"1","001",1402
"30","DHAKA","29","FARIDPUR","00","OTHERS AREA","47","FARIDPUR SADAR","00","OTHERS AREA","454","KANAIPUR","689","ROYKALI KHASKANDI","181","ROYKALI",1,"1","001",1403
"30","DHAKA","26","DHAKA","00","OTHERS AREA","38","KERANIGANJ","00","OTHERS AREA","461","KONDA","093","BIR BAGHAIR","028","BIR BAGHAIR",1,"1","002",1404
"50","RAJSHAHI","69","NATORE","00","OTHERS AREA","09","BAGATIPARA","00","OTHERS AREA","209","DAYARAMPUR","533","NANDAKUJA","268","NANDIKUJA",1,"1","005",1405
"30","DHAKA","86","SHARIATPUR","00","OTHERS AREA","36","GOSAIRHAT","00","OTHERS AREA","451","KUCHAIPATTI","608","PASHCHIM CHAR BISHKATALI","160","PASHCHIM CHAR BISHKANTALI",1,"1","001",1406
"20","CHATTOGRAM","15","CHATTOGRAM","00","OTHERS AREA","53","MIRSARAI","00","OTHERS AREA","454","KATACHHARA","398","KATACHHARA","248","MADHYA KATACHHARA",1,"1","001",1407
"50","RAJSHAHI","10","BOGURA","00","OTHERS AREA","85","SHAJAHANPUR","00","OTHERS AREA","118","ARIA","072","BAMUNIA","028","BAMUNIA",1,"1","004",1408
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","18","BURICHANG","00","OTHERS AREA","610","PIR JATRAPUR","795","UTTAR GOPINATHPUR","210","UTTAR GOPINATHPUR",1,"1","004",1409
"30","DHAKA","56","MANIKGANJ","00","OTHERS AREA","10","DAULATPUR","00","OTHERS AREA","151","BAGHUTIA","816","UTTAR BASHAIL","210","UTTAR BASHAIL",1,"1","008",1410
"50","RAJSHAHI","69","NATORE","00","OTHERS AREA","15","BARAIGRAM","00","OTHERS AREA","544","NAGAR","431","KOJAYEL","208","KUJAYEL",1,"1","001",1411
"55","RANGPUR","27","DINAJPUR","00","OTHERS AREA","30","CHIRIRBANDAR","00","OTHERS AREA","136","AULIAPUKUR","517","MITRABATI","130","MITRABATI",1,"1","001",1412
"55","RANGPUR","77","PANCHAGARH","00","OTHERS AREA","34","DEBIGANJ","00","OTHERS AREA","228","DEBIGANJ","714","SONAHAR (PART)","192","SAHAPARA",1,"1","002",1413
"20","CHATTOGRAM","12","BRAHMANBARIA","00","OTHERS AREA","13","BRAHMANBARIA SADAR","00","OTHERS AREA","719","SUHILPUR","722","SUHILPUR","201","SUTARMURA",1,"1","001",1414
"20","CHATTOGRAM","84","RANGAMATI","00","OTHERS AREA","75","NANIARCHAR","00","OTHERS AREA","142","BURIGHAT","075","BARADAM CHENGI","095","ISLAMPUR PUNARBASAN",1,"1","001",1415
"50","RAJSHAHI","81","RAJSHAHI","00","OTHERS AREA","72","PABA","00","OTHERS AREA","611","PARILA","556","NARIKELBARIA","268","NARIKELBARIA",1,"1","002",1416
"50","RAJSHAHI","10","BOGURA","00","OTHERS AREA","94","SHIBGANJ","00","OTHERS AREA","143","BIHAR","748","SACHIANI","368","SACHIANI",1,"1","003",1417
"40","KHULNA","87","SATKHIRA","00","OTHERS AREA","90","TALA","00","OTHERS AREA","512","MAGURA","075","BALIADAH","028","BALIADAH",1,"1","001",1418
"45","MYMENSINGH","39","JAMALPUR","00","OTHERS AREA","07","BAKSHIGANJ","00","OTHERS AREA","142","BAGARCHAR","262","GHASIRPARA","020","BANGALPARA",1,"1","003",1419
"20","CHATTOGRAM","12","BRAHMANBARIA","00","OTHERS AREA","90","NASIRNAGAR","00","OTHERS AREA","313","GOALNAGAR","165","DAKKHINDIA","192","SIMERKANDI",1,"1","001",1420
"40","KHULNA","57","MEHERPUR","00","OTHERS AREA","47","GANGNI","00","OTHERS AREA","509","MATMURA","515","MATMURA","268","NAODA MATMURA",1,"1","002",1421
"30","DHAKA","93","TANGAIL","00","OTHERS AREA","28","GHATAIL","00","OTHERS AREA","460","LAKKHINDAR","759","SARABARI","021","BASA BAID",1,"1","001",1422
"30","DHAKA","59","MUNSHIGANJ","00","OTHERS AREA","74","SIRAJDIKHAN","00","OTHERS AREA","445","KEYAIN","722","SHIKARPUR","020","BARA SHIKARPUR",1,"1","003",1423
"45","MYMENSINGH","89","SHERPUR","00","OTHERS AREA","67","NAKLA","00","OTHERS AREA","176","CHANDRAKONA","068","BACHHUR ALGA","020","BACHHUR ALGA",1,"1","008",1424
"20","CHATTOGRAM","13","CHANDPUR","00","OTHERS AREA","49","HAJIGANJ","00","OTHERS AREA","320","GANDHARBAPUR UTTAR","263","GANDHARBAPUR","131","MALIGAON",1,"1","004",1425
"60","SYLHET","90","SUNAMGANJ","00","OTHERS AREA","18","BISHWAMBHARPUR","00","OTHERS AREA","276","FATEHPUR","037","ALIPUR","008","ALIPUR",1,"1","001",1426
"55","RANGPUR","32","GAIBANDHA","00","OTHERS AREA","91","SUNDARGANJ","00","OTHERS AREA","750","TARAPUR","263","GHAGOA","070","GHAGOA",1,"1","004",1427
"30","DHAKA","26","DHAKA","00","OTHERS AREA","72","SAVAR","00","OTHERS AREA","913","YEARPUR","209","DIAKHALI","136","GORAT",1,"1","002",1428
"30","DHAKA","93","TANGAIL","00","OTHERS AREA","95","TANGAIL SADAR","00","OTHERS AREA","514","MAGRA","557","MALANCHA","130","MALANCHA",1,"1","002",1429
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","54","HOMNA","00","OTHERS AREA","211","DULALPUR","384","JOYNAGAR","030","CHHOTA KALMINA",1,"1","001",1430
"30","DHAKA","26","DHAKA","00","OTHERS AREA","72","SAVAR","00","OTHERS AREA","747","TENTULJHORA","443","KANDI BALIAPUR","001","HARINDHARA",1,"1","017",1431
"40","KHULNA","44","JHENAIDAH","00","OTHERS AREA","80","SHAILKUPA","00","OTHERS AREA","748","TRIBENI","737","SHITALIDANGA","368","SHEIKHPARA",1,"1","003",1432
"45","MYMENSINGH","39","JAMALPUR","00","OTHERS AREA","36","JAMALPUR SADAR","00","OTHERS AREA","713","SHAHBAZPUR","638","PAKKHIMARI","160","PAKKHIMARI",1,"1","004",1433
"40","KHULNA","44","JHENAIDAH","00","OTHERS AREA","71","MAHESHPUR","00","OTHERS AREA","276","FATEPUR","384","JOGIHUDA","188","JOGIHUDA",1,"1","003",1434
"50","RAJSHAHI","69","NATORE","00","OTHERS AREA","63","NATORE SADAR","00","OTHERS AREA","176","CHHATNI","035","AMHATI KALIKAPUR","008","AMHATI KALIKAPUR",1,"1","002",1435
"30","DHAKA","33","GAZIPUR","00","OTHERS AREA","36","KAPASIA","00","OTHERS AREA","142","BARISHABA","482","LOHADI","121","LOHADI",1,"1","001",1436
"50","RAJSHAHI","69","NATORE","00","OTHERS AREA","44","LALPUR","00","OTHERS AREA","844","WALIA","878","WALIA","448","WALIA",1,"1","020",1437
"20","CHATTOGRAM","12","BRAHMANBARIA","00","OTHERS AREA","13","BRAHMANBARIA SADAR","00","OTHERS AREA","779","UTTAR NATAI","758","THALIARA","200","THALIARA",1,"1","003",1438
