psu_code,id,division_code,division,district_code,district,ctc,ctn,upazila_code,upazila,psc,psn,union_code,union_name,mouza_code,mouza,village_code,village,rmo_tus,rmo_phc,ea_code,target
0967,6091001716006236108002,60,Sylhet,91,Sylhet,00,,17,Beanibazar,16,Beanibazar Pourasabha,006,Ward No. 06,236,Fatepur,108,Fatehpur,2,2,002,81
0969,6091002000219710068001,60,Sylhet,91,Sylhet,00,,20,Bishwanath,00,,219,Daulatpur,710,Satpara,068,Dakkhin Satpara,1,1,001,98
0968,6091002000677419188007,60,Sylhet,91,Sylhet,00,,20,Bishwanath,00,,677,Rampasha,419,Konaura (Part),188,Jamsherpur,1,1,007,110
0970,6091002700392405076003,60,Sylhet,91,Sylhet,00,,27,Companiganj,00,,392,Islampur Purba,405,Kalasadak (Part),076,Dakkhin Kalabari,1,1,003,104
0973,6091003100209410208001,60,Sylhet,91,Sylhet,00,,31,Dakkhin Surma,00,,209,Daudpur,410,Kauakuli,208,Kauakuli,1,1,001,102
0971,6091003100511079028002,60,Sylhet,91,Sylhet,00,,31,Dakkhin Surma,00,,511,Moglabazar,079,Baraigaon,028,Baraigram,1,1,002,121
0972,6091003100745078028002,60,Sylhet,91,Sylhet,00,,31,Dakkhin Surma,00,,745,Tetli,078,Baneshwarpur,028,Baneshwarpur,1,1,002,115
0974,6091003500507530308001,60,Sylhet,91,Sylhet,00,,35,Fenchuganj,00,,507,Maijgaon,530,Nizampur,308,Puran Bazar,1,1,001,98
0976,6091003800151234108005,60,Sylhet,91,Sylhet,00,,38,Golapganj,00,,151,Bhadeshwar,234,Fatehpur,108,Fatehpur,1,1,005,110
0975,6091003800312721368005,60,Sylhet,91,Sylhet,00,,38,Golapganj,00,,312,Golapganj,721,Sherpur,368,Sherpur Khalagram,1,1,005,115
0977,6091003800779038008005,60,Sylhet,91,Sylhet,00,,38,Golapganj,00,,779,Uttar Badepasha,038,Amkona,008,Amkona,1,1,005,95
0978,6091003825007681408002,60,Sylhet,91,Sylhet,00,,38,Golapganj,25,Golapganj Pourasabha,007,Ward No. 07,681,Ranakeli (Part),408,Uttar Ranakeli,2,2,002,116
0980,6091004100542556268003,60,Sylhet,91,Sylhet,00,,41,Gowainghat,00,,542,Nandirgaon,556,Nandirgaon,268,Nandirgaon,1,1,003,116
0979,6091004100618122308002,60,Sylhet,91,Sylhet,00,,41,Gowainghat,00,,618,Purba Jaflong,122,Chailakhel 2Nd Khanda,308,Pashchim Lakherpar,1,1,002,80
0981,6091004100677441208001,60,Sylhet,91,Sylhet,00,,41,Gowainghat,00,,677,Rustampur,441,Kulum Chhararpar,208,Kulum Chharpar,1,1,001,85
0983,6091005300210071028001,60,Sylhet,91,Sylhet,00,,53,Jaintapur,00,,210,Darbast,071,Barakhala,028,Barakhala,1,1,001,120
0982,6091005300543070028001,60,Sylhet,91,Sylhet,00,,53,Jaintapur,00,,543,Nijpat,070,Baraganti,028,Baraganti,1,1,001,100
0985,6091005900408159128002,60,Sylhet,91,Sylhet,00,,59,Kanaighat,00,,408,Jhingabari,159,Dakkhin Dhaknail,128,Goaljur,1,1,002,122
0984,6091005900617620208002,60,Sylhet,91,Sylhet,00,,59,Kanaighat,00,,617,Purba Dighirpar,620,Pashchim Darpannagar,208,Karchhati,1,1,002,95
0987,6091006000142528268004,60,Sylhet,91,Sylhet,00,,60,Osmaninagar,00,,142,Burunga Bazar,528,Nij Burunga,268,Nij Burunga,1,1,004,93
0986,6091006000707707368003,60,Sylhet,91,Sylhet,00,,60,Osmaninagar,00,,707,Sadipur,707,Sadipur 81 848 Saiyad Pur,368,Sadipur,1,1,003,115
0991,6091006200340487028003,60,Sylhet,91,Sylhet,00,,62,Sylhet Sadar,00,,340,Hatkhola,487,Meghergaon,028,Bara Faud,1,1,003,50
0989,6091006200451035328001,60,Sylhet,91,Sylhet,00,,62,Sylhet Sadar,00,,451,Khadimnagar,035,Angarua,328,Pirergaon,1,1,001,90
0992,6091006200460157016001,60,Sylhet,91,Sylhet,00,,62,Sylhet Sadar,00,,460,Khadimpara,157,Debpur (Part),016,Atalu,2,3,001,90
0990,6091006200460411348002,60,Sylhet,91,Sylhet,00,,62,Sylhet Sadar,00,,460,Khadimpara,411,Khidirpur,348,Rustampur,1,1,002,120
0988,6091006200752157268002,60,Sylhet,91,Sylhet,00,,62,Sylhet Sadar,00,,752,Tultikar,157,Debpur (Part),268,Mirapara,1,1,002,120
0993,6091009400160120248001,60,Sylhet,91,Sylhet,00,,94,Zakiganj,00,,160,Birasree,120,Chhariolbhag,248,Maiyakhali,1,1,001,88
0994,6091009400511299068001,60,Sylhet,91,Sylhet,00,,94,Zakiganj,00,,511,Manikpur,299,Haraitrilochan,068,Dudherchak,1,1,001,97
0995,6091500500006034028005,60,Sylhet,91,Sylhet,50,Sylhet City Corporation,05,Airport,00,,006,Ward No. 06,034,Ambarkhana (Part),028,Badam Bagicha,2,9,005,90
0996,6091503100026488208001,60,Sylhet,91,Sylhet,50,Sylhet City Corporation,31,Dakkhin Surma,00,,026,Ward No. 26,488,Mominkhala (Part),208,Kadamtali,2,9,001,80
0998,6091505500009403088002,60,Sylhet,91,Sylhet,50,Sylhet City Corporation,55,Kotwali,00,,009,Ward No. 09,403,Kasba Akhalia (Part),088,Etim School Road,2,9,002,100
0997,6091505500012706790011,60,Sylhet,91,Sylhet,50,Sylhet City Corporation,55,Kotwali,00,,012,Ward No. 12,706,Sylhet Municipality (Part),790,Sheikhghat,2,9,011,100
0999,6091505500018706650001,60,Sylhet,91,Sylhet,50,Sylhet City Corporation,55,Kotwali,00,,018,Ward No. 18,706,Sylhet Municipality (Part),650,Pashchim Raynagar,2,9,001,123
1000,6091506800021660368007,60,Sylhet,91,Sylhet,50,Sylhet City Corporation,68,Shahparan,00,,021,Ward No. 21,660,Raynagar (Part),368,Sonarpara,2,9,007,100
