psu_code,id,division_code,division,district_code,district,ctc,ctn,upazila_code,upazila,psc,psn,union_code,union_name,mouza_code,mouza,village_code,village,rmo_tus,rmo_phc,ea_code,target
0799,5549007900142415166006,55,Rangpur,49,Kurigram,00,,79,Roumari,00,,142,Bandaber,415,Khanjanmara,166,Purba Khanjanmara,1,1,006,108
0800,5549007900674674145001,55,Rangpur,49,Kurigram,00,,79,Roumari,00,,674,Roumari,674,Roumari Alga,145,Mollarchar,1,1,001,120
0802,5549009400220082211003,55,Rangpur,49,Kurigram,00,,94,Ulipur,00,,220,Dhamshreni,082,Bijoyram Tabakpur,211,Uttar Bijoyram Tabakpur,1,1,003,90
0801,5549009400613036199001,55,Rangpur,49,Kurigram,00,,94,Ulipur,00,,613,Pandul,036,Apuarkhata,199,Satghariapar,1,1,001,120
0803,5552000200151602140003,55,Rangpur,52,Lalmonirhat,00,,02,Aditmari,00,,151,Bhelabari,602,Pashchim Bhelabari,140,Namurirpar,1,1,003,100
0804,5552000200609489130008,55,Rangpur,52,Lalmonirhat,00,,02,Aditmari,00,,609,Palashi,489,Madanpur,130,Madanpur,1,1,008,105
0805,5552003300151485130008,55,Rangpur,52,Lalmonirhat,00,,33,Hatibandha,00,,151,Bhelaguri,485,Madhyam Kadma,130,Madhyam Kadma,1,1,008,94
0806,5552003300711037010004,55,Rangpur,52,Lalmonirhat,00,,33,Hatibandha,00,,711,Saniajan,037,Arazi Sheikhsundar,010,Arazi Sheikhsundar,1,1,004,120
0807,5552003300729719190006,55,Rangpur,52,Lalmonirhat,00,,33,Hatibandha,00,,729,Singimari,719,Singimari,190,Singimari,2,3,006,115
0808,5552003900176415110002,55,Rangpur,52,Lalmonirhat,00,,39,Kaliganj,00,,176,Chalbala,415,Khalisa Barajan,110,Khalisa Barajan,1,1,002,91
0809,5552003900444410101002,55,Rangpur,52,Lalmonirhat,00,,39,Kaliganj,00,,444,Kakina,410,Kakina,101,Jelepara,1,1,002,105
0811,5552005500308082020003,55,Rangpur,52,Lalmonirhat,00,,55,Lalmonirhat Sadar,00,,308,Gokunda,082,Berpanga,020,Berpanga,1,1,003,102
0812,5552005500451429030003,55,Rangpur,52,Lalmonirhat,00,,55,Lalmonirhat Sadar,00,,451,Kulaghat,429,Kulaghat,030,Char Kulaghat,1,1,003,130
0810,5552005500678122030004,55,Rangpur,52,Lalmonirhat,00,,55,Lalmonirhat Sadar,00,,678,Rajpur,122,Changara,030,Changara,1,1,004,95
0813,5552005533003419214001,55,Rangpur,52,Lalmonirhat,00,,55,Lalmonirhat Sadar,33,Lalmonirhat Pourasabha,003,Ward No. 03,419,Khorda Saptana (Part),214,Telipara,2,2,001,100
0814,5552007000418381100012,55,Rangpur,52,Lalmonirhat,00,,70,Patgram,00,,418,Jongra,381,Jongra,100,Jongra,1,1,012,100
0815,5552007066001074041003,55,Rangpur,52,Lalmonirhat,00,,70,Patgram,66,Patgram Pourasabha,001,Ward No. 01,074,Bengkanda (Part),041,Dakkhin Bengkanda,2,2,003,100
0817,5573001200209524140003,55,Rangpur,73,Nilphamari,00,,12,Dimla,00,,209,Dimla,524,Natabari,140,Natabari,1,1,003,95
0816,5573001200544036010017,55,Rangpur,73,Nilphamari,00,,12,Dimla,00,,544,Nautara,036,Akashkuri,010,Akashkuri,1,1,017,85
0818,5573001500160535140005,55,Rangpur,73,Nilphamari,00,,15,Domar,00,,160,Boragari,535,Naodabasha,140,Naodabasha,1,1,005,100
0820,5573001500612608212009,55,Rangpur,73,Nilphamari,00,,15,Domar,00,,612,Panga Matukpur,608,Panga,212,Uttar Panga,1,1,009,95
0819,5573001525003116211003,55,Rangpur,73,Nilphamari,00,,15,Domar,25,Domar Pourasabha,003,Ward No. 03,116,Chhota Rauta (Part),211,Uttar Sahapara,2,2,003,120
0822,5573003600444076020002,55,Rangpur,73,Nilphamari,00,,36,Jaldhaka,00,,444,Kaimari,076,Balapara,020,Balapara,1,1,002,95
0821,5573003600712301080002,55,Rangpur,73,Nilphamari,00,,36,Jaldhaka,00,,712,Shimulbari,301,Haroa Shimulbari,080,Haroa Shimulbari,1,1,002,89
0824,5573004500443075020007,55,Rangpur,73,Nilphamari,00,,45,Kishoreganj,00,,443,Kishoreganj,075,Baje Dumuria,020,Baje Dumuria,1,1,007,116
0823,5573004500678710190004,55,Rangpur,73,Nilphamari,00,,45,Kishoreganj,00,,678,Ranachandi,710,Sonakuri,190,Sonakuri,1,1,004,116
0826,5573006400444166040006,55,Rangpur,73,Nilphamari,00,,64,Nilphamari Sadar,00,,444,Kachukata,166,Dondari,040,Dondari,1,1,006,102
0827,5573006400681076160006,55,Rangpur,73,Nilphamari,00,,64,Nilphamari Sadar,00,,681,Ramnagar,076,Bahalipara,160,Pashchim Bahalipara,1,1,006,102
0825,5573006450004303131011,55,Rangpur,73,Nilphamari,00,,64,Nilphamari Sadar,50,Nilphamari Pourasabha,004,Ward No. 04,303,Haroa (Part),131,Madhya Haroa,2,2,011,101
0828,5573008500151710040001,55,Rangpur,73,Nilphamari,00,,85,Saidpur,00,,151,Botlagari,710,Sonakhuli,040,Dakkhin Sonakhuli,1,1,001,107
0829,5573008575007077166007,55,Rangpur,73,Nilphamari,00,,85,Saidpur,75,Saidpur Pourasabha,007,Ward No. 07,077,Bangalipur (Part),166,Puratan Babupara,2,2,007,110
0831,5577000400143076020002,55,Rangpur,77,Panchagarh,00,,04,Atowari,00,,143,Balarampur,076,Balarampur,020,Balarampur,1,1,002,110
0830,5577000400741759212007,55,Rangpur,77,Panchagarh,00,,04,Atowari,00,,741,Taria,759,Tria,212,Uttar Toria,1,1,007,102
0832,5577002500410043010004,55,Rangpur,77,Panchagarh,00,,25,Boda,00,,410,Jhalai Shalshiri,043,Araji Shikarpur-1,010,Araji Shikarpur-1,1,1,004,120
0834,5577002500520315080003,55,Rangpur,77,Panchagarh,00,,25,Boda,00,,520,Maydandighi,315,Haripur Jot Samas,080,Haripur Jot Samas,2,3,003,100
0833,5577002500612088139001,55,Rangpur,77,Panchagarh,00,,25,Boda,00,,612,Panchpir,088,Bairati,139,Mashanpara,1,1,001,115
0836,5577003400210305130001,55,Rangpur,77,Panchagarh,00,,34,Debiganj,00,,210,Dandapal,305,Hakimpur,130,Moumari,1,1,001,120
0837,5577003400718418100001,55,Rangpur,77,Panchagarh,00,,34,Debiganj,00,,718,Sonahar Mallikadaha,418,Kharija Sonahar,100,Jummapara,1,1,001,92
0835,5577003430008162132005,55,Rangpur,77,Panchagarh,00,,34,Debiganj,30,Debiganj Pourasabha,008,Ward No. 08,162,Debiganj (Part),132,Collegepara,2,2,005,95
0839,5577007300109720115002,55,Rangpur,77,Panchagarh,00,,73,Panchagarh Sadar,00,,109,Amarkhana,720,Sonarban,115,Khalpara,1,1,002,47
0841,5577007300344498113001,55,Rangpur,77,Panchagarh,00,,73,Panchagarh Sadar,00,,344,Hafizabad,498,Molani Arazi,113,Kamarpara,1,1,001,130
0838,5577007300612716114001,55,Rangpur,77,Panchagarh,00,,73,Panchagarh Sadar,00,,612,Panchagarh,716,Sardarpara (Part),114,Kayetpara,1,1,001,55
0840,5577007350006607041001,55,Rangpur,77,Panchagarh,00,,73,Panchagarh Sadar,50,Panchagarh Pourasabha,006,Ward No. 06,607,Panchagarh (Part),041,Dakkhin Baniapara,2,2,001,70
0842,5577009000211713084001,55,Rangpur,77,Panchagarh,00,,90,Tentulia,00,,211,Debnagar,713,Sheikhgachh,084,Hatupara,1,1,001,96
0844,5585000300209491130009,55,Rangpur,85,Rangpur,00,,03,Badarganj,00,,209,Damodarpur,491,Mostafapur,130,Mostafapur,1,1,009,105
0843,5585000300512778210003,55,Rangpur,85,Rangpur,00,,03,Badarganj,00,,512,Madhupur,778,Uttar Baochandi,210,Uttar Baochandi,1,1,003,120
0845,5585002700310126030001,55,Rangpur,85,Rangpur,00,,27,Gangachara,00,,310,Gajaghanta,126,Chhalapak,030,Chhalapak,1,1,001,103
0846,5585002700546614160009,55,Rangpur,85,Rangpur,00,,27,Gangachara,00,,546,Nohali,614,Pashchim Kachua,160,Pashchim Kachua,1,1,009,120
0847,5585004200741674180001,55,Rangpur,85,Rangpur,00,,42,Kaunia,00,,741,Tepa Madhupur,674,Rajib,180,Rajib,1,1,001,110
0848,5585004225002717281001,55,Rangpur,85,Rangpur,00,,42,Kaunia,25,Haragachh (Kaunia) Pourasabha,002,Ward No. 02,717,Sarai (Part),281,Vellatary,2,2,001,105
0849,5585004900708410162003,55,Rangpur,85,Rangpur,00,,49,Rangpur Sadar,00,,708,Sadya Pushkarini,410,Keshabpur,162,Purbapara,1,1,003,100
0852,5585005800180245060004,55,Rangpur,85,Rangpur,00,,58,Mithapukur,00,,180,Chengmari,245,Farmuderpara,060,Farmuderpara,1,1,004,100
0851,5585005800448450110004,55,Rangpur,85,Rangpur,00,,58,Mithapukur,00,,448,Kafrikhal,450,Khorda Kashinathpur,110,Khorda Kashinathpur,1,1,004,126
0850,5585005800535650160001,55,Rangpur,85,Rangpur,00,,58,Mithapukur,00,,535,Mirzapur,650,Puthimari,160,Puthimari,1,1,001,110
0853,5585007300375308080002,55,Rangpur,85,Rangpur,00,,73,Pirgachha,00,,375,Itakumari,308,Hasna,080,Hasna,1,1,002,107
0854,5585007300619122030005,55,Rangpur,85,Rangpur,00,,73,Pirgachha,00,,619,Pirgachha,122,Chandipur,030,Chandipur,1,1,005,113
0855,5585007600178750190005,55,Rangpur,85,Rangpur,00,,76,Pirganj,00,,178,Chaitrakol,750,Salti,190,Salti,1,1,005,110
0856,5585007600613642160001,55,Rangpur,85,Rangpur,00,,76,Pirganj,00,,613,Panchgachhi,642,Panchgachhi,160,Panchgachhi,1,1,001,96
0857,5585009200242303080017,55,Rangpur,85,Rangpur,00,,92,Taraganj,00,,242,Ekarchali,303,Hajipur,080,Hajipur,1,1,017,106
0858,5585754900004167110005,55,Rangpur,85,Rangpur,75,Rangpur City Corporation,49,Rangpur Sadar,00,,004,Ward No. 04,167,Debottar Taluk,110,Khatkhatia,2,9,005,107
0860,5585754900014168144003,55,Rangpur,85,Rangpur,75,Rangpur City Corporation,49,Rangpur Sadar,00,,014,Ward No. 14,168,Deodoba,144,Nekarpara,2,9,003,110
0859,5585754900020262072009,55,Rangpur,85,Rangpur,75,Rangpur City Corporation,49,Rangpur Sadar,00,,020,Ward No. 20,262,Ganeshpur (Part),072,Guratipara,2,9,009,115
0861,5585754900028739131002,55,Rangpur,85,Rangpur,75,Rangpur City Corporation,49,Rangpur Sadar,00,,028,Ward No. 28,739,Tajhat ( Part),131,Lalbag,2,9,002,107
0862,5594000800143165040002,55,Rangpur,94,Thakurgaon,00,,08,Baliadangi,00,,143,Bara Palashbari,165,Dakkhin Duari,040,Dakkhin Duari,1,1,002,105
0863,5594000800222500130002,55,Rangpur,94,Thakurgaon,00,,08,Baliadangi,00,,222,Duosuo,500,Mahishmari,130,Mahishmari,1,1,002,108
0865,5594005100211413110002,55,Rangpur,94,Thakurgaon,00,,51,Haripur,00,,211,Dangipara,413,Kandhal,110,Kandhal,1,1,002,86
0864,5594005100345080020003,55,Rangpur,94,Thakurgaon,00,,51,Haripur,00,,345,Haripur,080,Bhabanandapur,020,Bhabanandapur,2,3,003,110
0867,5594008200210390100002,55,Rangpur,94,Thakurgaon,00,,82,Pirganj,00,,210,Daulatpur,390,Joykur,100,Joykur,1,1,002,125
0866,5594008200611097020005,55,Rangpur,94,Thakurgaon,00,,82,Pirganj,00,,611,Pirganj,097,Birahali,020,Birahali,1,1,005,118
0868,5594008600342084020001,55,Rangpur,94,Thakurgaon,00,,86,Ranishankail,00,,342,Hossaingaon,084,Banshrail,020,Banshrail,1,1,001,90
0869,5594008600552133030007,55,Rangpur,94,Thakurgaon,00,,86,Ranishankail,00,,552,Nekmarad,133,Chandan Chahat,030,Chandan Chahat,1,1,007,100
0874,5594009400145094020013,55,Rangpur,94,Thakurgaon,00,,94,Thakurgaon Sadar,00,,145,Balia,094,Bara Balia,020,Bara Balia,1,1,013,100
0870,5594009400224435110001,55,Rangpur,94,Thakurgaon,00,,94,Thakurgaon Sadar,00,,224,Dholarhat,435,Kharibari (Part),110,Kharibari,1,1,001,126
0873,5594009400425621040002,55,Rangpur,94,Thakurgaon,00,,94,Thakurgaon Sadar,00,,425,Jamalpur,621,Parpugi,040,Dakkhin Purba Parpugi,2,3,002,110
0872,5594009400551425110006,55,Rangpur,94,Thakurgaon,00,,94,Thakurgaon Sadar,00,,551,Nargun,425,Kaharpara,110,Kaharpara,1,1,006,100
0875,5594009400720431110002,55,Rangpur,94,Thakurgaon,00,,94,Thakurgaon Sadar,00,,720,Ruhia Pashchim,431,Kashalgaon,110,Kashalgaon,1,1,002,105
0871,5594009466006559112006,55,Rangpur,94,Thakurgaon,00,,94,Thakurgaon Sadar,66,Thakurgaon Pourasabha,006,Ward No. 06,559,Nishchintapur (Part),112,Kalibari,2,2,006,112
0876,6036000200143589408001,60,Sylhet,36,Habiganj,00,,02,Ajmiriganj,00,,143,Badalpur,589,Paharpur,408,Udaypur,1,1,001,53
0879,6036000500142083028002,60,Sylhet,36,Habiganj,00,,05,Bahubal,00,,142,Bahubal,083,Baraiuri,028,Baraiuri,1,1,002,124
0878,6036000500142342188001,60,Sylhet,36,Habiganj,00,,05,Bahubal,00,,142,Bahubal,342,Islampur (Part),188,Jangalia,2,3,001,120
0880,6036000500508160068001,60,Sylhet,36,Habiganj,00,,05,Bahubal,00,,508,Mirpur,160,Dakkhin Sultanpur (Part),068,Dakkhin Sultanpur Ghoshpara,1,1,001,50
0877,6036000500708722455001,60,Sylhet,36,Habiganj,00,,05,Bahubal,00,,708,Satkapan,722,Sibai,455,Madhupur Tea Garden,1,1,001,90
0883,6036001100218379188005,60,Sylhet,36,Habiganj,00,,11,Baniachong,00,,218,Dakkhin Purba Baniachong,379,Jatukarna,188,Jatukarnapara,1,1,005,100
0882,6036001100452823028001,60,Sylhet,36,Habiganj,00,,11,Baniachong,00,,452,Khagaura,823,Ujirpur,028,Basantapur,1,1,001,93
0884,6036001100622171348001,60,Sylhet,36,Habiganj,00,,11,Baniachong,00,,622,Pukhra,171,Dakkhin Sikandarpur,348,Ramganj,1,1,001,96
0881,6036001100791502248003,60,Sylhet,36,Habiganj,00,,11,Baniachong,00,,791,Uttar Purba Baniachong,502,Majlishpur,248,Majlish Mahalla,1,1,003,102
0889,6036002600210161276001,60,Sylhet,36,Habiganj,00,,26,Chunarughat,00,,210,Deorgachh,161,Deorgachh (Part),276,Nayani Bangaon,1,1,001,95
0886,6036002600509600308003,60,Sylhet,36,Habiganj,00,,26,Chunarughat,00,,509,Mirashi,600,Pakuria (Part),308,Pakuria,1,1,003,88
0888,6036002600710163068001,60,Sylhet,36,Habiganj,00,,26,Chunarughat,00,,710,Satiajuri,163,Deulgaon,068,Deulgaon,1,1,001,96
0885,6036002600778796408005,60,Sylhet,36,Habiganj,00,,26,Chunarughat,00,,778,Ubahata,796,Ulukandi,408,Ulukandi,1,1,005,95
0887,6036002616009119316002,60,Sylhet,36,Habiganj,00,,26,Chunarughat,16,Chunarughat Pourasabha,009,Ward No. 09,119,Chandana (Part),316,Purba Chandana,2,2,002,120
0890,6036004400541215088001,60,Sylhet,36,Habiganj,00,,44,Habiganj Sadar,00,,541,Nizampur,215,Etbarpur,088,Etbarpur,1,1,001,100
0892,6036004400685796268001,60,Sylhet,36,Habiganj,00,,44,Habiganj Sadar,00,,685,Richi,796,Uttarkul (Part),268,Nasratpur,1,1,001,95
0891,6036004420006722188001,60,Sylhet,36,Habiganj,00,,44,Habiganj Sadar,20,Habiganj Pourasabha,006,Ward No. 06,722,Sultan Mahmudpur (Part),188,Gosainagar,2,2,001,150
0893,6036006800475036008005,60,Sylhet,36,Habiganj,00,,68,Lakhai,00,,475,Lakhai,036,Amanullapur,008,Amanullapur,1,1,005,100
0894,6036006800475714368005,60,Sylhet,36,Habiganj,00,,68,Lakhai,00,,475,Lakhai,714,Swajangaon,368,Swajangaon,2,3,005,124
0895,6036007100109285248003,60,Sylhet,36,Habiganj,00,,71,Madhabpur,00,,109,Adaoir,285,Ghilatali (Part),248,Mithapukur,1,1,003,120
0896,6036007100153187068001,60,Sylhet,36,Habiganj,00,,71,Madhabpur,00,,153,Bahara,187,Durlabhpur,068,Durlabhpur,1,1,001,100
0898,6036007100189325128001,60,Sylhet,36,Habiganj,00,,71,Madhabpur,00,,189,Choumuhani,325,Harinkhola,128,Gopinathpur,1,1,001,115
0899,6036007100414438208001,60,Sylhet,36,Habiganj,00,,71,Madhabpur,00,,414,Jagadishpur,438,Khatura,208,Khatura,1,1,001,110
0897,6036007100713815388001,60,Sylhet,36,Habiganj,00,,71,Madhabpur,00,,713,Shahjahanpur,815,Uttar Sultanpur,388,Teliapara,1,1,001,65
0900,6036007700210716368007,60,Sylhet,36,Habiganj,00,,77,Nabiganj,00,,210,Debpara,716,Sadarghat,368,Sadarghat,1,1,007,116
0901,6036007700378813408001,60,Sylhet,36,Habiganj,00,,77,Nabiganj,00,,378,Inatganj,813,Uttar Ramjanpur,408,Uttar Ramjanpur,1,1,001,92
0903,6036007700547127048001,60,Sylhet,36,Habiganj,00,,77,Nabiganj,00,,547,Nabiganj,127,Choushatpur,048,Choushatpur,1,1,001,120
0902,6036007760005427308001,60,Sylhet,36,Habiganj,00,,77,Nabiganj,60,Nabiganj Pourasabha,005,Ward No. 05,427,Kanaipur (Part),308,Pirijpur,2,2,001,90
0904,6036008700187042008012,60,Sylhet,36,Habiganj,00,,87,Shayestaganj,00,,187,Brahmandora,042,Alipur,008,Alipur,1,1,012,102
0905,6058001400151086036003,60,Sylhet,58,Moulvibazar,00,,14,Baralekha,00,,151,Barni,086,Barni,036,Barni,1,1,003,111
0907,6058001400228072028001,60,Sylhet,58,Moulvibazar,00,,14,Baralekha,00,,228,Dakkhinbhag (Uttar),072,Boc Kechhrigul (Part),028,B & C Kechrigul,1,1,001,100
0906,6058001400744080028001,60,Sylhet,58,Moulvibazar,00,,14,Baralekha,00,,744,Talimpur,080,Bara Maydan,028,Bara Maydan,1,1,001,100
0908,6058001413007596308003,60,Sylhet,58,Moulvibazar,00,,14,Baralekha,13,Baralekha Pourasabha,007,Ward No. 07,596,Pakhiala (Part),308,Pakhiala,2,2,003,98
0910,6058003500308677088001,60,Sylhet,58,Moulvibazar,00,,35,Juri,00,,308,Goalbari,677,Ratna Te,088,Elapur,1,1,001,105
0909,6058003500708035008001,60,Sylhet,58,Moulvibazar,00,,35,Juri,00,,708,Sagarnal,035,Alipur,008,Alipur,1,1,001,85
0912,6058005600118664348001,60,Sylhet,58,Moulvibazar,00,,56,Kamalganj,00,,118,Alinagar,664,Rameshwarpur,348,Rameshwarpur,1,1,001,110
0911,6058005600509478308001,60,Sylhet,58,Moulvibazar,00,,56,Kamalganj,00,,509,Madhabpur,478,Madhabpur Te,308,Padmachhara,1,1,001,102
0913,6058005600677154208017,60,Sylhet,58,Moulvibazar,00,,56,Kamalganj,00,,677,Rahimpur,154,Deorachhara Te,208,Kalenga,1,1,017,100
0914,6058005615009666348002,60,Sylhet,58,Moulvibazar,00,,56,Kamalganj,15,Kamalganj Pourasabha,009,Ward No. 09,666,Rampasha (Part),348,Rampasha,2,2,002,94
0916,6058006500151070388001,60,Sylhet,58,Moulvibazar,00,,65,Kulaura,00,,151,Bhatera,070,Baburgul,388,Tulapur,1,1,001,112
0915,6058006500344414388001,60,Sylhet,58,Moulvibazar,00,,65,Kulaura,00,,344,Hajipur,414,Katarkona,388,Tukli,1,1,001,63
0919,6058006500454412028002,60,Sylhet,58,Moulvibazar,00,,65,Kulaura,00,,454,Karmadha,412,Karmadha,028,Babnia,1,1,002,90
0917,6058006500613930392001,60,Sylhet,58,Moulvibazar,00,,65,Kulaura,00,,613,Pritwimpasha,930,Yusuf Sadar,392,Samman,1,1,001,116
0918,6058006500748537248001,60,Sylhet,58,Moulvibazar,00,,65,Kulaura,00,,748,Tilagaon,537,Naimpur,248,Mobarakpur,1,1,001,85
0921,6058007400177743368007,60,Sylhet,58,Moulvibazar,00,,74,Moulvibazar Sadar,00,,177,Chandnighat,743,Shyamerkona,368,Shyamerkona,1,1,007,98
0923,6058007400462034008003,60,Sylhet,58,Moulvibazar,00,,74,Moulvibazar Sadar,00,,462,Khalilpur,034,Ainpur,008,Ainpur,1,1,003,105
0920,6058007400548187028001,60,Sylhet,58,Moulvibazar,00,,74,Moulvibazar Sadar,00,,548,Nazirabad,187,Dashkahania,028,Baraikhali,1,1,001,42
0922,6058007450004521264001,60,Sylhet,58,Moulvibazar,00,,74,Moulvibazar Sadar,50,Moulvibazar Pourasabha,004,Ward No. 04,521,Moulvibazar Municipality (Part),264,Muslim Quarter,2,2,001,100
0924,6058008000440315148003,60,Sylhet,58,Moulvibazar,00,,80,Rajnagar,00,,440,Kamarchak,315,Haor Karaiya,148,Haor Karaiya Panchanandapur,1,1,003,113
0925,6058008000608090028001,60,Sylhet,58,Moulvibazar,00,,80,Rajnagar,00,,608,Panchgaon,090,Bhumiura,028,Bageshwar,1,1,001,109
0926,6058008000776313148001,60,Sylhet,58,Moulvibazar,00,,80,Rajnagar,00,,776,Uttarbhag,313,Haldigul,148,Haldigul,1,1,001,100
0928,6058008300109747208001,60,Sylhet,58,Moulvibazar,00,,83,Sreemangal,00,,109,Ashidron,747,Tikria,208,Khandakargul,1,1,001,102
0927,6058008300441483248006,60,Sylhet,58,Moulvibazar,00,,83,Sreemangal,00,,441,Kalapur,483,Majdihi Te,248,Majdihi Te,1,1,006,100
0929,6058008300675077028001,60,Sylhet,58,Moulvibazar,00,,83,Sreemangal,00,,675,Rajghat,077,Barmachhara Te,028,Barmachhara,1,1,001,109
0931,6058008300718698376003,60,Sylhet,58,Moulvibazar,00,,83,Sreemangal,00,,718,Sindurkhan,698,Saitula (Part),376,Saitula,1,1,003,53
0930,6058008300727080028007,60,Sylhet,58,Moulvibazar,00,,83,Sreemangal,00,,727,Sreemangal,080,Bharaura (Part),028,Biraimpur,2,3,007,120
0932,6090001800208564368003,60,Sylhet,90,Sunamganj,00,,18,Bishwambharpur,00,,208,Dakkhin Badaghat,564,Omarpur,368,Shaktiarkhala,1,1,003,120
0933,6090001800607411308002,60,Sylhet,90,Sunamganj,00,,18,Bishwambharpur,00,,607,Palash,411,Kanchirganti,308,Padmanagar,1,1,002,80
0938,6090002300142748368001,60,Sylhet,90,Sunamganj,00,,23,Chhatak,00,,142,Bhatgaon,748,Sanjabpur,368,Sanjabpur,1,1,001,95
0935,6090002300212506248002,60,Sylhet,90,Sunamganj,00,,23,Chhatak,00,,212,Dakkhin Khurma,506,Madan,248,Madan,1,1,002,100
0934,6090002300380267068002,60,Sylhet,90,Sunamganj,00,,23,Chhatak,00,,380,Islampur,267,Ganeshpur,068,Dakkhin Ganeshpur,1,1,002,110
0936,6090002300548072028002,60,Sylhet,90,Sunamganj,00,,23,Chhatak,00,,548,Noarai,072,Batiarkandi,028,Batirkandi,1,1,002,90
0937,6090002320004265128002,60,Sylhet,90,Sunamganj,00,,23,Chhatak,20,Chhatak Pourasabha,004,Ward No. 04,265,Ganakkhai,128,Ganakkhai,2,2,002,120
0940,6090002900142498248003,60,Sylhet,90,Sunamganj,00,,29,Derai,00,,142,Bhatipara,498,Mathurapur,248,Mathurapur,1,1,003,75
0941,6090002900443717368001,60,Sylhet,90,Sunamganj,00,,29,Derai,00,,443,Karimpur,717,Sakitpur,368,Sakitpur,1,1,001,75
0942,6090002900744073068001,60,Sylhet,90,Sunamganj,00,,29,Derai,00,,744,Taral,073,Banait,068,Dhal Chandpur,1,1,001,65
0939,6090002940004674348002,60,Sylhet,90,Sunamganj,00,,29,Derai,40,Derai Pourasabha,004,Ward No. 04,674,Radhanagar,348,Radhanagar,2,2,002,110
0943,6090003200609745368006,60,Sylhet,90,Sunamganj,00,,32,Dharmapasha,00,,609,Paikurati,745,Sunui,368,Sunui,1,1,006,70
0946,6090003300142777188004,60,Sylhet,90,Sunamganj,00,,33,Dowarabazar,00,,142,Banglabazar,777,Thabalee,188,Jhumgaon,1,1,004,100
0945,6090003300476743068002,60,Sylhet,90,Sunamganj,00,,33,Dowarabazar,00,,476,Lakkhipur,743,Surigaon,068,Delwarnagar,1,1,002,90
0944,6090003300611279070001,60,Sylhet,90,Sunamganj,00,,33,Dowarabazar,00,,611,Pandargaon,279,Gopinagar,070,Bahadurpur(Part),1,1,001,110
0948,6090004700441079028001,60,Sylhet,90,Sunamganj,00,,47,Jagannathpur,00,,441,Kalkalia,079,Balikandi,028,Balikandi,1,1,001,111
0949,6090004700676078028005,60,Sylhet,90,Sunamganj,00,,47,Jagannathpur,00,,676,Raniganj,078,Bagmayna,028,Bagmayna,1,1,005,95
0947,6090004750003095188001,60,Sylhet,90,Sunamganj,00,,47,Jagannathpur,50,Jagannathpur Pourasabha,003,Ward No. 03,095,Bharatpur,188,Jalalpur,2,2,001,125
0950,6090005000275373128002,60,Sylhet,90,Sunamganj,00,,50,Jamalganj,00,,275,Fenarbank,373,Jashamantapur,128,Gazaria,1,1,002,110
0951,6090005000707603268003,60,Sylhet,90,Sunamganj,00,,50,Jamalganj,00,,707,Sachna Bazar,603,Purba Nurpur,268,Nurpur,1,1,003,84
0952,6090006300209512248001,60,Sylhet,90,Sunamganj,00,,63,Madhyanagar,00,,209,Dakkhin Bangshikunda,512,Mohammad Alipur,248,Mohammad Alipur,1,1,001,75
0953,6090008600143592028005,60,Sylhet,90,Sunamganj,00,,86,Shalla,00,,143,Bahara,592,Panchbrahma,028,Bheradahar,1,1,005,110
0954,6090008700407156128001,60,Sylhet,90,Sunamganj,00,,87,Shantiganj,00,,407,Joykalas,156,Dakkhin Alampur,128,Gagli,1,1,001,100
0955,6090008700624548268001,60,Sylhet,90,Sunamganj,00,,87,Shantiganj,00,,624,Patharia,548,Nagar,268,Nagar,1,1,001,90
0956,6090008900307038205002,60,Sylhet,90,Sunamganj,00,,89,Sunamganj Sadar,00,,307,Gourarang,038,Amritasri,205,Umed Srwee,1,1,002,115
0957,6090008900450078028002,60,Sylhet,90,Sunamganj,00,,89,Sunamganj Sadar,00,,450,Kurbannagar,078,Brahmangaon,028,Brahmangaon,1,1,002,105
0960,6090008900677293368001,60,Sylhet,90,Sunamganj,00,,89,Sunamganj Sadar,00,,677,Rangarchar,293,Hasaura,368,Shahpur,1,1,001,80
0958,6090008960001477248001,60,Sylhet,90,Sunamganj,00,,89,Sunamganj Sadar,60,Sunamganj Paurasabha,001,Ward No. 01,477,Maijbari (Part),248,Maijbari,2,2,001,40
0959,6090008960006744428001,60,Sylhet,90,Sunamganj,00,,89,Sunamganj Sadar,60,Sunamganj Paurasabha,006,Ward No. 06,744,Tegharia (Part),428,Uttar Arfin Nagar,2,2,001,101
0962,6090009200142603408004,60,Sylhet,90,Sunamganj,00,,92,Tahirpur,00,,142,Badaghat,603,Puran Laur,408,Uttar Maksedpur,1,1,004,46
0961,6090009200774596308001,60,Sylhet,90,Sunamganj,00,,92,Tahirpur,00,,774,Uttar Baradal,596,Pailanpur,308,Pailanpur,1,1,001,89
0963,6091000800151155208001,60,Sylhet,91,Sylhet,00,,08,Balaganj,00,,151,Boaljur,155,Dakkhin Islampur,208,Kharmapur,1,1,001,92
0966,6091001700109411208002,60,Sylhet,91,Sylhet,00,,17,Beanibazar,00,,109,Alinagar,411,Kadi Mallik,208,Kadi Mallik,1,1,002,120
0964,6091001700476074388003,60,Sylhet,91,Sylhet,00,,17,Beanibazar,00,,476,Lauta,074,Bag Prachandakhan,388,Tikarpara,1,1,003,110
0965,6091001700745169068001,60,Sylhet,91,Sylhet,00,,17,Beanibazar,00,,745,Tilpara,169,Debaraichak,068,Debaraichak,1,1,001,115
